SITE,LINE,CROSS,LEN,PRM,SEC
OVTN,253,F2,47.2,38.5,19.5
OVTN,254,F2,47.1,26,11.5
OVTN,255,F2,30.65,20,10
OVTN,257,F2,53.35,28,13.5
OVTN,258,F2,45.7,26.5,13
OVTN,259,F2,37.1,24,10.5
OVTN,26,F2,54.3,30.5,14
OVTN,260,F2,52.45,37,15
OVTN,261,F2,41.9,27,12.5
OVTN,262,F2,59.75,40.5,15.5
OVTN,263,F2,34.45,27.5,10
OVTN,264,F2,58.2,25,12
OVTN,265,F2,33.6,24.5,12.5
OVTN,266,F2,39.55,33.5,11.5
OVTN,267,F2,42.8,30,12.5
OVTN,268,F2,41.3,25.5,13
OVTN,269,F2,43.85,32.5,14.5
OVTN,27,F2,43.5,21,11.5
OVTN,270,F2,42.45,37,12
OVTN,271,F2,36,29,10
OVTN,272,F2,32.45,27.75,11.75
OVTN,274,F2,43.5,33.5,11.5
OVTN,277,F2,34.05,26.5,12.5
OVTN,278,F2,28.25,31,13
OVTN,279,F2,56.05,34.5,17.5
OVTN,28,F2,52.25,27.5,13
OVTN,280,F2,53.45,41,14
OVTN,281,F2,39.8,25.5,9.5
OVTN,282,F2,41.6,32,14
OVTN,283,F2,50.05,24.5,14.5
OVTN,284,F2,50.75,28.5,11.5
OVTN,285,F2,43.875,34.5,13.75
OVTN,286,F2,48.8,28,15.5
OVTN,288,F2,39.35,39,15
OVTN,289,F2,45.75,36.5,14
OVTN,29,F2,45.85,26,13
OVTN,290,F2,50.45,36,12.5
OVTN,291,F2,35.1,25.5,13.5
OVTN,292,F2,47.7,30.5,12
OVTN,293,F2,33.2,21,10.5
OVTN,294,F2,37.25,17,9
OVTN,296,F2,37.25,28,14
OVTN,297,F2,49.45,29.5,15
OVTN,298,F2,40.5,31,12.5
OVTN,299,F2,43.325,24,12.25
OVTN,3,F2,33.1,32,10.5
OVTN,30,F2,53.2,24.5,12.5
OVTN,300,F2,37.95,26.5,13.5
OVTN,301,F2,32.3,16,11.5
OVTN,302,F2,30.6,20,9.5
OVTN,303,F2,47.05,24.5,15.5
OVTN,304,F2,26.7,18.5,10
OVTN,305,F2,46.95,33.5,14
OVTN,306,F2,47.15,22.5,11.5
OVTN,307,F2,34.475,22,9.5
OVTN,308,F2,38.25,19.5,12
OVTN,310,F2,37.4,25.5,14
OVTN,311,F2,44.65,28.5,13
OVTN,312,F2,43.6,30.5,14
OVTN,313,F2,43.675,27.5,11.75
OVTN,314,F2,37.6,26.5,11
OVTN,315,F2,35.1,24.5,12.5
OVTN,317,F2,39.25,21.5,11.5
OVTN,318,F2,39.5,20.5,12.5
OVTN,319,F2,48.1,35,13
OVTN,32,F2,48.05,27.75,12.75
OVTN,320,F2,50.8,25.5,13
OVTN,321,F2,26.75,13,14
OVTN,322,F2,52.25,36.5,15
OVTN,323,F2,34.85,24,11.5
OVTN,324,F2,48,33.5,15
OVTN,325,F2,49.2,32.5,14
OVTN,326,F2,42.8,37,11
OVTN,327,F2,44.25,26,11.5
OVTN,328,F2,52.1,34,16
OVTN,33,F2,42.75,27.5,13
OVTN,330,F2,35.775,19.5,9.5
OVTN,332,F2,43,25,15.5
OVTN,333,F2,43.15,42,14.5
OVTN,334,F2,44.8,29,13.5
OVTN,336,F2,45.55,28.5,15
OVTN,337,F2,36.8,19.25,11.5
OVTN,339,F2,47.525,25,12.25
OVTN,34,F2,44,29,12.5
OVTN,340,F2,38.7,23.5,10.5
OVTN,341,F2,42.5,28,13
OVTN,342,F2,44.175,22,11.5
OVTN,343,F2,42.3,25.5,13.5
OVTN,345,F2,37.35,15.5,10
OVTN,346,F2,37.9,22,10.5
OVTN,347,F2,36.4,25,11.5
OVTN,348,F2,46.7,36.75,12.25
OVTN,349,F2,47.85,37,16.5
OVTN,35,F2,41.175,25.75,12
OVTN,350,F2,50.25,39.5,14.5
OVTN,353,F2,50.65,29,12
OVTN,354,F2,29.725,29.5,9.75
OVTN,355,F2,49,22.5,13
OVTN,356,F2,40.4,22.5,11.5
OVTN,357,F2,38.45,27,14
OVTN,358,F2,38.875,27.75,11
OVTN,359,F2,44.65,31.5,11.5
OVTN,36,F2,47.4,32,15
OVTN,360,F2,41.1,25,11.25
OVTN,361,F2,38.15,35.5,13.5
OVTN,362,F2,53.15,40.5,16
OVTN,363,F2,53,36,13.5
OVTN,364,F2,46.15,36,14
OVTN,365,F2,39.75,21,10
OVTN,366,F2,61.05,29.5,13
OVTN,367,F2,43.7,31.5,11.5
OVTN,368,F2,40.6,25.5,10.5
OVTN,369,F2,50,30.5,12.5
OVTN,37,F2,37.3,29,12
OVTN,370,F2,46.4,28.5,9.5
OVTN,371,F2,44.2,24.5,15
OVTN,372,F2,46.775,34.75,12.75
OVTN,373,F2,39.65,21.5,11.5
OVTN,374,F2,52.5,29.5,16.5
OVTN,375,F2,46.1,32,16
OVTN,376,F2,53.65,33,14.5
OVTN,377,F2,40.25,27.25,13.25
OVTN,378,F2,47.85,29.5,13.5
OVTN,379,F2,37.4,31,12.5
OVTN,380,F2,45.05,34,15
OVTN,381,F2,38.3,30,11.5
OVTN,382,F2,50.55,22.5,13.5
OVTN,383,F2,39.45,22.5,13
OVTN,384,F2,34,24.5,9.5
OVTN,385,F2,38.95,27.5,14.5
OVTN,386,F2,43.75,30.5,12.5
OVTN,387,F2,38.45,25.5,11
OVTN,388,F2,38.2,27,14
OVTN,389,F2,38.7,18.5,8
OVTN,390,F2,49,32.5,13.5
OVTN,391,F2,37.9,23.5,12
OVTN,392,F2,54.15,34.5,14
OVTN,393,F2,52.45,31,14.5
OVTN,395,F2,36.2,25.5,10.5
OVTN,396,F2,39.325,28,10.5
OVTN,397,F2,52.85,33.5,13
OVTN,398,F2,52.65,31.5,14
OVTN,4,F2,41.8,23.75,12.5
OVTN,40,F2,51.6,34.5,16.5
OVTN,400,F2,48.85,38.5,15.5
OVTN,402,F2,49.95,23,16.5
OVTN,403,F2,43.45,32.75,12.25
OVTN,404,F2,39.5,25.5,12.5
OVTN,41,F2,38.5,21,9.5
OVTN,42,F2,32.15,25.5,9.5
OVTN,43,F2,44.4,28.5,11.5
OVTN,44,F2,29.65,25,12
OVTN,45,F2,41,24,12.5
OVTN,46,F2,44.75,34,15
OVTN,47,F2,30.8,33,13
OVTN,471,F2,28.5,19,7
OVTN,48,F2,43.5,26,12
OVTN,49,F2,49.5,32.5,15
OVTN,5,F2,41.525,28,13
OVTN,50,F2,33.55,25.5,10.5
OVTN,53,F2,38.7,31.5,13.5
OVTN,54,F2,40.35,23.5,14.5
OVTN,549,F2,41.05,25.5,12
OVTN,55,F2,40.25,28,13
OVTN,56,F2,49.1,27,13
OVTN,57,F2,46,20.5,12
OVTN,58,F2,39.2,24,11.5
OVTN,6,F2,48.15,30,15
OVTN,61,F2,50.85,24.5,12.5
OVTN,62,F2,48.9,35.5,15.5
OVTN,63,F2,39.15,24.5,12.5
OVTN,64,F2,29.05,21,10
OVTN,65,F2,40.5,37,15.5
OVTN,66,F2,56.45,34,18.5
OVTN,67,F2,43.35,26.5,12.5
OVTN,69,F2,32.65,27,13
OVTN,7,F2,37.35,23,12
OVTN,70,F2,33,25.5,10.5
OVTN,71,F2,37.45,38.5,12
OVTN,72,F2,40.75,30,16
OVTN,73,F2,38.45,29,14.5
OVTN,74,F2,50.4,36.75,17.25
OVTN,75,F2,68.5,31.5,16.5
OVTN,76,F2,36.65,32,11.5
OVTN,77,F2,37.5,25,11.5
OVTN,79,F2,47.6,28.5,14.5
OVTN,8,F2,56.9,34.5,14
OVTN,80,F2,39.25,25,12.5
OVTN,81,F2,36.65,18,9
OVTN,83,F2,39.95,25,14.25
OVTN,84,F2,31.4,24.5,9.5
OVTN,85,F2,53,24.5,11.5
OVTN,86,F2,51.6,37,13
OVTN,87,F2,37.8,27,12.5
OVTN,88,F2,40.8,33.5,13.25
OVTN,89,F2,40.4,27.5,12
OVTN,9,F2,41,20,10
OVTN,90,F2,49.1,38,17.5
OVTN,91,F2,46.95,39.5,16.5
OVTN,92,F2,28,19,7.5
OVTN,93,F2,43.75,27.5,14
OVTN,94,F2,38.85,35,13
OVTN,95,F2,39.05,26,12
OVTN,96,F2,36.45,25,10.5
OVTN,97,F2,45.4,26.5,12
OVTN,98,F2,38.6,27,10.5
OVTN,99,F2,38.15,24.5,11.5
OVTN,AP13,F0,50.24736842,36.92105263,15.34210526
OVTN,DAC,F0,26.775,17.75,7.75
OVTN,VS16,F0,33.47272727,24.59090909,10.45454545
OVTN,WBC,F0,55.47,36.85,14.65
PKLE,1,F2,29,26.5,11
PKLE,10,F2,41.5,24.5,9.5
PKLE,100,F2,38.5,14,5.5
PKLE,101,F2,31.5,20,8.5
PKLE,104,F2,40.75,22,9.5
PKLE,105,F2,41.25,26,10
PKLE,106,F2,37.75,28,8.5
PKLE,107,F2,32.75,22.5,11.5
PKLE,11,F2,40.75,31,13.5
PKLE,110,F2,20.5,13.5,6
PKLE,111,F2,40,24,10.5
PKLE,112,F2,41.5,25.5,8.5
PKLE,113,F2,41.25,22.5,6
PKLE,114,F2,38.5,28.5,11.5
PKLE,115,F2,38,23,9.5
PKLE,117,F2,37.5,25,9.5
PKLE,118,F2,34.5,28,11
PKLE,119,F2,46,34.5,11
PKLE,12,F2,33.25,18,5.5
PKLE,122,F2,38.75,21,8.5
PKLE,123,F2,34.75,23,9.5
PKLE,124,F2,52.5,35.5,13
PKLE,125,F2,35.5,20.5,9
PKLE,126,F2,30,12.5,7
PKLE,127,F2,26.25,22.5,10.5
PKLE,128,F2,31.25,29,10
PKLE,13,F2,37.45,28,13.5
PKLE,130,F2,38.25,19,10.5
PKLE,131,F2,43,21,7
PKLE,132,F2,39.5,24,6.5
PKLE,134,F2,49.25,42,14
PKLE,135,F2,35,19,9
PKLE,137,F2,39.75,25.5,10.5
PKLE,138,F2,46.75,18.5,5
PKLE,139,F2,29.45,19,9
PKLE,14,F2,40,26,9.5
PKLE,142,F2,37.5,20,6.5
PKLE,143,F2,37.5,38.5,6.5
PKLE,144,F2,33.75,25,10.5
PKLE,145,F2,33,22.5,8
PKLE,146,F2,32.5,25.5,10
PKLE,148,F2,51.1,11.5,7.5
PKLE,15,F2,43,33,12.5
PKLE,150,F2,36.75,16,4.5
PKLE,151,F2,41,25.5,10
PKLE,153,F2,36,32.5,10.5
PKLE,154,F2,28,15.5,8
PKLE,155,F2,34.25,28,11
PKLE,156,F2,28,20,8.5
PKLE,157,F2,30.75,17,8
PKLE,158,F2,31,27.5,10
PKLE,16,F2,38.75,26.5,12
PKLE,161,F2,48.75,16.5,7
PKLE,164,F2,53.75,33.5,8
PKLE,166,F2,56.25,28,11
PKLE,167,F2,43.25,35,14.5
PKLE,168,F2,NA,NA,NA
PKLE,169,F2,40,18,11.5
PKLE,17,F2,42.25,18.5,9
PKLE,170,F2,47.05,27.5,12.5
PKLE,171,F2,23.5,18.5,7
PKLE,172,F2,50.5,19,9
PKLE,173,F2,57.75,26,7.5
PKLE,174,F2,39,22.5,8.5
PKLE,175,F2,59.75,29.5,8.5
PKLE,176,F2,52,29,15
PKLE,177,F2,38,24,9
PKLE,178,F2,54,27,8.5
PKLE,18,F2,38.95,24.5,10
PKLE,182,F2,33.5,23,12.5
PKLE,183,F2,55.25,6.5,15
PKLE,184,F2,45.5,26.5,12.5
PKLE,185,F2,29,23.5,11.5
PKLE,187,F2,35.75,24,10
PKLE,188,F2,38.5,31.5,12
PKLE,189,F2,NA,NA,NA
PKLE,19,F2,29,14.5,7
PKLE,191,F2,30.75,30.5,10
PKLE,193,F2,52.25,31,7.5
PKLE,194,F2,56.7,26,11.5
PKLE,195,F2,37.25,23.5,10.5
PKLE,197,F2,32,25.5,10.5
PKLE,198,F2,47.25,24.5,10
PKLE,199,F2,30.75,26,10.5
PKLE,2,F2,41.75,29.5,10.5
PKLE,20,F2,41,28.5,10
PKLE,200,F2,41.5,29,11
PKLE,201,F2,28.5,29.5,8.5
PKLE,203,F2,42.25,27,16
PKLE,204,F2,41.25,26,6.5
PKLE,205,F2,48,26.5,8.5
PKLE,207,F2,34.5,24,10
PKLE,208,F2,NA,NA,NA
PKLE,209,F2,33.15,24.5,11
PKLE,210,F2,46.25,28,10
PKLE,211,F2,38.05,21.5,9
PKLE,213,F2,41.75,17,8.5
PKLE,214,F2,44.5,26.5,10.5
PKLE,215,F2,40.5,40.5,11
PKLE,216,F2,44.5,19,7
PKLE,217,F2,39.25,26,9.5
PKLE,218,F2,29,25,9
PKLE,22,F2,NA,NA,NA
PKLE,220,F2,36.75,23.5,8.5
PKLE,221,F2,32.5,23,10
PKLE,222,F2,NA,NA,NA
PKLE,223,F2,41.5,35.5,9.5
PKLE,224,F2,43,26.5,10.5
PKLE,225,F2,33.5,29,10
PKLE,226,F2,47.25,24,7
PKLE,227,F2,54,35,12
PKLE,228,F2,30.25,23,10
PKLE,229,F2,43.5,25.5,8.5
PKLE,23,F2,54,38,14.5
PKLE,230,F2,47.75,21.5,8
PKLE,231,F2,38.75,23.5,9.5
PKLE,232,F2,23.5,20,9
PKLE,234,F2,35.75,32,12
PKLE,235,F2,35,26.5,10
PKLE,236,F2,34.75,26.5,9.5
PKLE,237,F2,41,13,6
PKLE,239,F2,33.5,25,10.5
PKLE,242,F2,28.25,8.5,3.5
PKLE,243,F2,44.5,21.5,10
PKLE,244,F2,45.75,33,12.5
PKLE,245,F2,29.5,20,9.5
PKLE,246,F2,43.25,26.5,12
PKLE,247,F2,51.5,29,8.5
PKLE,248,F2,35.75,22.5,8
PKLE,249,F2,NA,NA,NA
PKLE,25,F2,32.75,18,9
PKLE,250,F2,45.7,25,12.5
PKLE,252,F2,24,17,7
PKLE,254,F2,39.75,19.5,9
PKLE,255,F2,28,25,8.5
PKLE,256,F2,NA,NA,NA
PKLE,257,F2,44.5,21.5,9.5
PKLE,259,F2,37.75,22,10.5
PKLE,26,F2,34.75,24,10.5
PKLE,260,F2,36.25,30,9.5
PKLE,261,F2,42.6,27.5,11.5
PKLE,263,F2,48.75,25.5,5.5
PKLE,264,F2,49.25,23,11
PKLE,265,F2,35.75,4.5,21.5
PKLE,267,F2,36.5,34.5,12.5
PKLE,270,F2,39.5,38.5,13
PKLE,272,F2,28.5,28,9.5
PKLE,273,F2,33.75,23.5,9
PKLE,274,F2,55.75,34.5,11.5
PKLE,275,F2,20.25,21.5,7.5
PKLE,277,F2,27,19.5,7.5
PKLE,279,F2,35.5,33,13
PKLE,28,F2,44.25,24,9.5
PKLE,281,F2,35,21.5,8.5
PKLE,284,F2,36.75,19,9
PKLE,286,F2,36,25,8.5
PKLE,287,F2,31.25,18.5,7
PKLE,289,F2,42,23,10
PKLE,29,F2,27,24,12
PKLE,292,F2,38,32,9
PKLE,293,F2,31.75,9,4
PKLE,294,F2,63.75,33.5,10.5
PKLE,296,F2,43.75,33.5,9.5
PKLE,297,F2,36.5,23.5,10.5
PKLE,299,F2,39.5,26,10
PKLE,3,F2,33.5,35,8
PKLE,30,F2,38.75,23.5,11.5
PKLE,300,F2,33,25,12
PKLE,301,F2,35,20.5,8
PKLE,302,F2,45.5,17.5,5
PKLE,303,F2,46.75,30.5,12
PKLE,304,F2,NA,NA,NA
PKLE,305,F2,32.5,28.5,9
PKLE,306,F2,28.75,28.5,8
PKLE,307,F2,NA,NA,NA
PKLE,308,F2,49,26.5,11.5
PKLE,31,F2,30,21.5,5.5
PKLE,310,F2,40.75,25.5,13.5
PKLE,311,F2,52.5,28,6
PKLE,312,F2,45.5,28,11.5
PKLE,313,F2,30.5,22.5,8
PKLE,314,F2,37.25,26,11.5
PKLE,315,F2,32.25,21.5,8.5
PKLE,317,F2,36.5,18,5.5
PKLE,318,F2,32,17.5,9
PKLE,32,F2,34.7,19,10.5
PKLE,320,F2,52,15,6.5
PKLE,322,F2,47.75,32,10
PKLE,323,F2,31.25,30,9.5
PKLE,324,F2,36,32.5,9
PKLE,325,F2,45.5,31.5,13
PKLE,328,F2,35.25,24,7.5
PKLE,33,F2,22,12.5,6.5
PKLE,330,F2,36.5,18,7.5
PKLE,332,F2,39.05,24,12.5
PKLE,333,F2,40.25,33,12
PKLE,334,F2,38.7,28,9.5
PKLE,335,F2,27.5,29,9
PKLE,336,F2,50,31.5,15.5
PKLE,337,F2,40,10,5
PKLE,338,F2,40,35,12.5
PKLE,339,F2,38.75,27,11.5
PKLE,34,F2,35.5,28.5,12.5
PKLE,340,F2,32.25,20.5,10.5
PKLE,341,F2,31,20,11
PKLE,342,F2,36,15,9
PKLE,343,F2,54.25,15.5,6
PKLE,345,F2,54.75,14.5,6.5
PKLE,346,F2,34,19.5,7
PKLE,347,F2,34.5,25,10.5
PKLE,349,F2,33.5,30,9.5
PKLE,35,F2,33.5,12,3.5
PKLE,350,F2,46,36,11.5
PKLE,352,F2,35,22,9.5
PKLE,353,F2,42.5,30,11
PKLE,354,F2,26,15.5,5.5
PKLE,356,F2,42.3,21,11
PKLE,357,F2,35.95,26,11
PKLE,358,F2,43.75,25.5,8.5
PKLE,359,F2,30.75,29.5,8.5
PKLE,36,F2,44.25,23,7
PKLE,360,F2,43,24.5,10.5
PKLE,361,F2,31,25.5,6.5
PKLE,363,F2,37.75,24.5,8.5
PKLE,364,F2,43.5,30.5,11
PKLE,365,F2,31.75,17,9.5
PKLE,366,F2,46.75,22,12.5
PKLE,367,F2,38.25,33,12.5
PKLE,368,F2,40,25.5,7.5
PKLE,369,F2,47.25,22,9.5
PKLE,37,F2,38.5,23.5,3.5
PKLE,370,F2,51.75,16.5,5
PKLE,371,F2,46.75,23.5,14.5
PKLE,372,F2,41.55,30,12
PKLE,373,F2,36,15.5,9
PKLE,374,F2,35.5,23.5,10.5
PKLE,375,F2,40,30,14.5
PKLE,378,F2,29.75,22,9
PKLE,379,F2,43.75,32,12.5
PKLE,38,F2,30.5,25,10.5
PKLE,380,F2,34.75,30.5,9.5
PKLE,381,F2,39.5,33.5,10
PKLE,382,F2,38.25,17.5,9.5
PKLE,383,F2,45,30.5,10
PKLE,384,F2,31.25,23,7.5
PKLE,386,F2,38.5,30.5,9.5
PKLE,387,F2,45.5,25.5,7.5
PKLE,388,F2,46.5,28,9.5
PKLE,389,F2,29.75,26.5,15.5
PKLE,39,F2,36.5,31.5,11.5
PKLE,390,F2,49.75,30,7
PKLE,391,F2,41.75,22.5,9
PKLE,392,F2,41.75,29,12
PKLE,393,F2,46.75,30,12
PKLE,395,F2,31.75,24.5,7
PKLE,396,F2,38,27.5,9
PKLE,397,F2,42.75,28.5,9
PKLE,399,F2,38.5,18,10
PKLE,4,F2,51.5,21.5,6.5
PKLE,40,F2,37,27.5,10.5
PKLE,400,F2,35,22.5,8.5
PKLE,402,F2,58,31,12
PKLE,404,F2,47.25,28,10
PKLE,405,F2,30.5,18.5,8
PKLE,406,F2,NA,NA,NA
PKLE,407,F2,43.5,24.5,8.5
PKLE,408,F2,36.75,26.5,8.5
PKLE,409,F2,33.25,31,8.5
PKLE,41,F2,37.75,18.5,9.5
PKLE,410,F2,31.25,18.5,8
PKLE,411,F2,37.5,22.5,10.5
PKLE,412,F2,49,29.5,6.5
PKLE,413,F2,39.5,20,10
PKLE,414,F2,52.25,26,11.5
PKLE,415,F2,32,23,12
PKLE,416,F2,49.75,15.5,8.5
PKLE,417,F2,21.5,15.5,7.5
PKLE,42,F2,41,17,6.5
PKLE,420,F2,45.75,28,11
PKLE,421,F2,30.5,18.5,6.5
PKLE,422,F2,24,22,6
PKLE,423,F2,NA,NA,NA
PKLE,424,F2,20.75,21.5,11.5
PKLE,425,F2,50.6,29,12
PKLE,426,F2,33.75,13,6
PKLE,428,F2,37,16,5.5
PKLE,429,F2,42.5,24,10.5
PKLE,43,F2,33.5,26.5,11
PKLE,431,F2,41.3,25.5,10
PKLE,432,F2,40.5,24.5,10.5
PKLE,433,F2,34,21.5,9.5
PKLE,434,F2,33.5,20.5,9.5
PKLE,435,F2,52.25,41.5,15
PKLE,436,F2,48,16.5,8.5
PKLE,437,F2,36.55,30.5,10.5
PKLE,438,F2,NA,NA,NA
PKLE,439,F2,38.75,23,9.5
PKLE,44,F2,27.5,22.5,8.5
PKLE,440,F2,48,25.5,8
PKLE,442,F2,57.5,25,10
PKLE,443,F2,35.5,34,10.5
PKLE,444,F2,37.75,22.5,9
PKLE,445,F2,40.75,19.5,4
PKLE,446,F2,34.5,27.5,10
PKLE,447,F2,30.5,34,9
PKLE,448,F2,36.25,26,9.5
PKLE,449,F2,31.5,21.5,7.5
PKLE,450,F2,38,22,11
PKLE,451,F2,36.5,20.5,9.5
PKLE,452,F2,33.5,19,6.5
PKLE,453,F2,35.5,27.5,11.5
PKLE,455,F2,NA,NA,NA
PKLE,456,F2,43.5,28.5,11
PKLE,457,F2,42,34,11
PKLE,458,F2,45.25,21,7
PKLE,459,F2,40,19.5,7.5
PKLE,46,F2,33.25,25,8.5
PKLE,460,F2,31,33.5,10
PKLE,461,F2,52.75,27.5,9
PKLE,462,F2,NA,NA,NA
PKLE,463,F2,47.925,28.75,12.5
PKLE,464,F2,45.25,21.5,11
PKLE,465,F2,44.75,31,15
PKLE,466,F2,36.55,31,11
PKLE,467,F2,31.5,22.5,11
PKLE,468,F2,45.5,20.5,9
PKLE,469,F2,38.5,24,7.5
PKLE,470,F2,44.5,20.5,6
PKLE,471,F2,57,30.5,9
PKLE,472,F2,25,16.5,7
PKLE,473,F2,42,27,12.5
PKLE,474,F2,33,23.5,9
PKLE,475,F2,51.25,24,11.5
PKLE,476,F2,52.55,26,12.5
PKLE,477,F2,36.5,25,8
PKLE,478,F2,45,19.5,6.5
PKLE,479,F2,53,26,11
PKLE,48,F2,41.5,19,7.5
PKLE,480,F2,32.25,25,10.5
PKLE,481,F2,35,19,9.5
PKLE,482,F2,46.55,29,12
PKLE,483,F2,28.25,24.5,10.5
PKLE,484,F2,31.25,16.5,9.5
PKLE,485,F2,34,26,11
PKLE,486,F2,42.45,25,8.5
PKLE,487,F2,34.5,22.5,7.5
PKLE,488,F2,40.5,17.5,7
PKLE,489,F2,37.5,21.5,8.5
PKLE,490,F2,44.75,18,7.5
PKLE,491,F2,46.25,27.5,11.5
PKLE,492,F2,46.5,21.5,9
PKLE,493,F2,31.425,14,6.5
PKLE,494,F2,50.1,34.5,16
PKLE,495,F2,36,31,8.5
PKLE,496,F2,42.15,30,11
PKLE,497,F2,37.75,20,11
PKLE,498,F2,31.5,28.5,10.5
PKLE,499,F2,53.25,23,6.5
PKLE,5,F2,42.5,27,10
PKLE,500,F2,34.5,21,10
PKLE,501,F2,38.95,24,12
PKLE,502,F2,49,24,12
PKLE,503,F2,34.55,27.5,9.5
PKLE,504,F2,41.55,22,10
PKLE,505,F2,28.75,19,8.5
PKLE,506,F2,38.5,26,9
PKLE,507,F2,NA,NA,NA
PKLE,508,F2,37.95,27,11.5
PKLE,509,F2,32,24.5,9.5
PKLE,510,F2,39.5,20.5,8.5
PKLE,511,F2,45,30,10
PKLE,512,F2,32.95,15,8.5
PKLE,513,F2,31.75,21,7.5
PKLE,514,F2,30,20,8.5
PKLE,515,F2,39.5,13,6.5
PKLE,516,F2,32.6,27,10.5
PKLE,518,F2,45,29,12
PKLE,52,F2,33,20.5,8.5
PKLE,520,F2,39,24.5,9.5
PKLE,521,F2,27.5,19,8.5
PKLE,522,F2,30.75,19.5,10
PKLE,523,F2,56.25,20.5,10.5
PKLE,524,F2,36.5,25,11.5
PKLE,525,F2,50.75,23,7.5
PKLE,526,F2,34.95,23,11
PKLE,527,F2,31,22.5,9
PKLE,529,F2,48,22.5,10.5
PKLE,53,F2,23,23.5,8
PKLE,530,F2,41.75,33.5,13
PKLE,531,F2,30.5,23.5,11.5
PKLE,532,F2,37.75,13,4
PKLE,533,F2,26.75,8.5,2.5
PKLE,534,F2,36,20,7
PKLE,535,F2,39.5,36.5,10.5
PKLE,536,F2,34,24.5,10
PKLE,537,F2,45.25,30,8.5
PKLE,538,F2,37.3,26.75,11
PKLE,539,F2,27,30.5,10.5
PKLE,54,F2,63,44,18.5
PKLE,540,F2,30.5,23,7
PKLE,541,F2,23.45,17,8
PKLE,542,F2,45.25,27.5,10.5
PKLE,543,F2,35.75,22,9
PKLE,544,F2,41.75,32,10
PKLE,545,F2,50.3,37.5,14
PKLE,546,F2,39.5,29,5.5
PKLE,547,F2,45.75,34.5,10.5
PKLE,548,F2,29,16.5,5.5
PKLE,549,F2,46.85,28.5,13
PKLE,55,F2,35.25,20,10.5
PKLE,550,F2,33.7,30.5,9.5
PKLE,551,F2,35.5,23,7.5
PKLE,552,F2,39,23.5,11
PKLE,553,F2,38.75,16,6.5
PKLE,554,F2,57.25,24.5,7.5
PKLE,555,F2,45.5,35,12.5
PKLE,556,F2,35.5,31.5,12
PKLE,558,F2,42,37,10.5
PKLE,559,F2,39.5,31,12
PKLE,56,F2,56.2,26,14
PKLE,560,F2,46,25.5,13.5
PKLE,561,F2,36.35,25,10
PKLE,562,F2,39.75,26.5,10
PKLE,563,F2,31.25,24,8.5
PKLE,564,F2,50.25,30.5,13
PKLE,565,F2,24.25,24,6
PKLE,566,F2,32.25,35,12
PKLE,567,F2,39.75,22,11
PKLE,568,F2,50,17,6
PKLE,569,F2,52.25,30.5,9
PKLE,570,F2,40,24,12
PKLE,571,F2,NA,NA,NA
PKLE,572,F2,34.5,24.5,10
PKLE,573,F2,33.25,30,10
PKLE,574,F2,34,20.5,11
PKLE,575,F2,32.75,26,11
PKLE,576,F2,38,22.5,7.5
PKLE,577,F2,45.25,22.5,4.5
PKLE,578,F2,36.75,32,9
PKLE,58,F2,NA,NA,NA
PKLE,580,F2,42.65,28,11.5
PKLE,581,F2,32.05,30,10
PKLE,582,F2,43.7,35.5,12.5
PKLE,583,F2,47.5,18.5,7
PKLE,584,F2,58.75,25.5,8.5
PKLE,585,F2,28.75,19,8
PKLE,586,F2,41.75,28.5,12.5
PKLE,589,F2,40.5,36,14
PKLE,590,F2,44,26,10.5
PKLE,592,F2,39.5,28,8.5
PKLE,593,F2,30.25,22,7.5
PKLE,594,F2,45.75,24,9
PKLE,595,F2,45.5,15,5
PKLE,596,F2,42.5,21,8.5
PKLE,598,F2,25.95,18.5,8.5
PKLE,599,F2,35.175,26.5,11.5
PKLE,600,F2,38.575,29.75,12
PKLE,601,F2,44.75,46.5,17
PKLE,602,F2,56.5,32.5,10
PKLE,603,F2,28.5,16,8
PKLE,604,F2,41.5,31,10
PKLE,605,F2,50,20,7
PKLE,606,F2,52.5,33.5,15.5
PKLE,608,F2,40.25,24,11.5
PKLE,609,F2,40.5,27,12
PKLE,61,F2,31.5,21,10.5
PKLE,610,F2,42.5,14.5,6
PKLE,611,F2,48,26,11
PKLE,612,F2,26.75,25,13
PKLE,613,F2,30.25,17.5,9
PKLE,614,F2,52,9.5,22
PKLE,615,F2,28.25,17,6
PKLE,617,F2,31.5,9.5,3.5
PKLE,618,F2,44,29,15
PKLE,619,F2,43.75,27.5,10.5
PKLE,62,F2,24,31.5,8.5
PKLE,620,F2,45,22,8.5
PKLE,621,F2,37,31,11
PKLE,622,F2,50,29,13.5
PKLE,624,F2,NA,NA,NA
PKLE,625,F2,39.4,19.5,9.5
PKLE,626,F2,45,18,6.5
PKLE,627,F2,36.75,12.5,4.5
PKLE,628,F2,44,29,12.5
PKLE,629,F2,44.25,39.5,14
PKLE,63,F2,29.85,21,9.5
PKLE,631,F2,35.75,32.5,10.5
PKLE,632,F2,45.1,26,13
PKLE,633,F2,33.25,28,8.5
PKLE,634,F2,45,35,11.5
PKLE,635,F2,44,29,9.5
PKLE,636,F2,40.5,11.5,5
PKLE,637,F2,23,17,6.5
PKLE,638,F2,31.95,25,11.5
PKLE,639,F2,34.25,26,10.5
PKLE,640,F2,35,29,12
PKLE,641,F2,38,20,7.5
PKLE,642,F2,44.5,22,10
