"SITE","LINE","FL50","HT","SITE2"
"PKLE",400,"145","155","PKLE"
"PKLE",402,"179","160","PKLE"
"PKLE",403,"*","*","PKLE"
"PKLE",404,"141","145","PKLE"
"STIL",1,"153","150","STIL"
"STIL",2,"200","171","STIL"
"STIL",3,"187","134.5","STIL"
"STIL",4,"200","174","STIL"
"STIL",5,"182","159","STIL"
"STIL",7,"187","146","STIL"
"STIL",8,"200","142","STIL"
"STIL",9,"175","145","STIL"
"STIL",10,"168","140","STIL"
"STIL",11,"200","161","STIL"
"STIL",12,"193.5","149.5","STIL"
"STIL",13,"200","190","STIL"
"STIL",14,"200","153","STIL"
"STIL",15,"*","192","STIL"
"STIL",16,"200","156","STIL"
"STIL",17,"200","172","STIL"
"STIL",18,"189","145","STIL"
"STIL",19,"186","148.5","STIL"
"STIL",20,"172","163","STIL"
"STIL",21,"214","184","STIL"
"STIL",22,"200","142","STIL"
"STIL",23,"214","227","STIL"
"STIL",24,"210","151","STIL"
"STIL",25,"200","167","STIL"
"STIL",26,"214","186","STIL"
"STIL",27,"*","*","STIL"
"STIL",28,"200","174","STIL"
"STIL",29,"200","155","STIL"
"STIL",30,"200","173","STIL"
"STIL",31,"200","142","STIL"
"STIL",32,"210","178","STIL"
"STIL",33,"172","130","STIL"
"STIL",34,"172","155","STIL"
"STIL",35,"182","159","STIL"
"STIL",36,"200","187.5","STIL"
"STIL",37,"200","172","STIL"
"STIL",38,"189","169","STIL"
"STIL",39,"200","130","STIL"
"STIL",40,"200","192","STIL"
"STIL",41,"186","159","STIL"
"STIL",42,"200","145","STIL"
"STIL",43,"189","176","STIL"
"STIL",44,"200","149","STIL"
"STIL",45,"*","*","STIL"
"STIL",46,"200","179.5","STIL"
"STIL",47,"*","*","STIL"
"STIL",48,"172","157","STIL"
"STIL",49,"189","167","STIL"
"STIL",50,"200","150","STIL"
"STIL",52,"175","145","STIL"
"STIL",53,"193.5","152","STIL"
"STIL",54,"200","170","STIL"
"STIL",55,"172","170","STIL"
"STIL",56,"182","108","STIL"
"STIL",57,"172","161","STIL"
"STIL",58,"200","157","STIL"
"STIL",59,"*","*","STIL"
"STIL",60,"*","*","STIL"
"STIL",61,"187.5","169.5","STIL"
"STIL",62,"200","164","STIL"
"STIL",63,"*","*","STIL"
"STIL",64,"172","140","STIL"
"STIL",65,"200","164","STIL"
"STIL",66,"200","217","STIL"
"STIL",67,"*","*","STIL"
"STIL",68,"200","174","STIL"
"STIL",69,"200","168","STIL"
"STIL",70,"200","155","STIL"
"STIL",71,"*","*","STIL"
"STIL",72,"172","145","STIL"
"STIL",73,"200","177","STIL"
"STIL",74,"200","210","STIL"
"STIL",75,"*","*","STIL"
"STIL",76,"210","138","STIL"
"STIL",77,"175","156","STIL"
"STIL",78,"172","163","STIL"
"STIL",79,"200","176","STIL"
"STIL",80,"187","168","STIL"
"STIL",81,"168","145","STIL"
"STIL",83,"200","172","STIL"
"STIL",84,"182","127","STIL"
"STIL",85,"200","173","STIL"
"STIL",86,"200","149","STIL"
"STIL",87,"182","158","STIL"
"STIL",88,"*","170","STIL"
"STIL",89,"175","142","STIL"
"STIL",90,"214","156","STIL"
"STIL",91,"214","190","STIL"
"STIL",93,"200","173","STIL"
"STIL",94,"187","140","STIL"
"STIL",95,"200","150","STIL"
"STIL",96,"189","151","STIL"
"STIL",97,"175","166","STIL"
"STIL",98,"*","*","STIL"
"STIL",99,"193.5","155.5","STIL"
"STIL",100,"200","193","STIL"
"STIL",101,"191","152.5","STIL"
"STIL",102,"*","*","STIL"
"STIL",103,"214","163","STIL"
"STIL",104,"200","157","STIL"
"STIL",105,"214","172","STIL"
"STIL",106,"187","148.5","STIL"
"STIL",107,"214","172","STIL"
"STIL",108,"*","*","STIL"
"STIL",110,"186","165.333333333333","STIL"
"STIL",111,"168","135","STIL"
"STIL",112,"194.5","166.5","STIL"
"STIL",113,"214","162","STIL"
"STIL",114,"200","182","STIL"
"STIL",115,"200","180","STIL"
"STIL",116,"200","184","STIL"
"STIL",117,"200","162","STIL"
"STIL",118,"187","160","STIL"
"STIL",119,"200","168","STIL"
"STIL",120,"200","173","STIL"
"STIL",122,"*","*","STIL"
"STIL",123,"200","155","STIL"
"STIL",125,"200","157","STIL"
"STIL",126,"172","119","STIL"
"STIL",127,"200","156","STIL"
"STIL",128,"187","157","STIL"
"STIL",130,"187","193","STIL"
"STIL",131,"172","147","STIL"
"STIL",132,"200","177","STIL"
"STIL",134,"214","154","STIL"
"STIL",135,"172","161","STIL"
"STIL",136,"214","151","STIL"
"STIL",137,"200","186","STIL"
"STIL",138,"200","183","STIL"
"STIL",139,"172","137","STIL"
"STIL",141,"*","*","STIL"
"STIL",142,"200","164","STIL"
"STIL",143,"200","227","STIL"
"STIL",144,"182","149","STIL"
"STIL",145,"200","151","STIL"
"STIL",146,"175","159","STIL"
"STIL",147,"200","168","STIL"
"STIL",148,"175","167","STIL"
"STIL",150,"168","139","STIL"
"STIL",151,"200","158","STIL"
"STIL",152,"*","*","STIL"
"STIL",153,"200","197","STIL"
"STIL",154,"210","165","STIL"
"STIL",155,"214","185.5","STIL"
"STIL",156,"187","140","STIL"
"STIL",157,"200","136","STIL"
"STIL",158,"200","125","STIL"
"STIL",159,"200","174","STIL"
"STIL",160,"*","*","STIL"
"STIL",161,"200","138","STIL"
"STIL",163,"172","133","STIL"
"STIL",164,"200","162","STIL"
"STIL",165,"*","*","STIL"
"STIL",166,"200","195.5","STIL"
"STIL",167,"205","145","STIL"
"STIL",168,"200","154","STIL"
"STIL",169,"200","166","STIL"
"STIL",170,"200","144","STIL"
"STIL",171,"168","130","STIL"
"STIL",172,"200","153.5","STIL"
"STIL",173,"172","112","STIL"
"STIL",174,"168","148","STIL"
"STIL",175,"200","183","STIL"
"STIL",176,"191","157","STIL"
"STIL",177,"200","159","STIL"
"STIL",178,"200","171.5","STIL"
"STIL",179,"200","156","STIL"
"STIL",180,"*","*","STIL"
"STIL",181,"*","*","STIL"
"STIL",182,"187","174","STIL"
"STIL",184,"200","141","STIL"
"STIL",185,"172","140","STIL"
"STIL",186,"214","164","STIL"
"STIL",187,"186","158","STIL"
"STIL",188,"200","178","STIL"
"STIL",189,"187","179","STIL"
"STIL",190,"175","148","STIL"
"STIL",191,"210","164","STIL"
"STIL",192,"*","*","STIL"
"STIL",193,"214","188","STIL"
"STIL",194,"214","150","STIL"
"STIL",195,"175","157","STIL"
"STIL",196,"210","183","STIL"
"STIL",197,"200","180","STIL"
"STIL",198,"173.5","169","STIL"
"STIL",199,"200","177","STIL"
"STIL",200,"200","170.5","STIL"
"STIL",201,"189","183","STIL"
"STIL",202,"168","150","STIL"
"STIL",203,"200","160","STIL"
"STIL",204,"*","*","STIL"
"STIL",205,"200","146","STIL"
"STIL",206,"*","*","STIL"
"STIL",207,"187","159","STIL"
"STIL",208,"182","128","STIL"
"STIL",209,"200","151","STIL"
"STIL",210,"229","164","STIL"
"STIL",211,"*","*","STIL"
"STIL",212,"*","*","STIL"
"STIL",213,"200","190","STIL"
"STIL",214,"214","157","STIL"
"STIL",215,"214","145","STIL"
"STIL",216,"177.5","169.5","STIL"
"STIL",217,"172","158","STIL"
"STIL",218,"214","186","STIL"
"STIL",219,"*","*","STIL"
"STIL",220,"200","142","STIL"
"STIL",221,"200","155","STIL"
"STIL",222,"187","187","STIL"
"STIL",223,"210","175","STIL"
"STIL",224,"214","173","STIL"
"STIL",225,"172","163","STIL"
"STIL",226,"200","152","STIL"
"STIL",227,"200","138.5","STIL"
"STIL",228,"172","153","STIL"
"STIL",229,"187","178","STIL"
"STIL",230,"175","159","STIL"
"STIL",231,"200","134","STIL"
"STIL",232,"172","184","STIL"
"STIL",233,"*","*","STIL"
"STIL",234,"200","181.5","STIL"
"STIL",235,"*","*","STIL"
"STIL",236,"191","161.5","STIL"
"STIL",237,"175","154","STIL"
"STIL",238,"*","*","STIL"
"STIL",239,"205","200.5","STIL"
"STIL",240,"*","*","STIL"
"STIL",241,"*","*","STIL"
"STIL",242,"189","154","STIL"
"STIL",243,"200","138","STIL"
"STIL",244,"200","178","STIL"
"STIL",245,"200","187","STIL"
"STIL",246,"200","160","STIL"
"STIL",247,"214","174","STIL"
"STIL",248,"214","188.5","STIL"
"STIL",249,"200","157","STIL"
"STIL",250,"200","184","STIL"
"STIL",251,"200","180","STIL"
"STIL",252,"214","157","STIL"
"STIL",253,"172","169","STIL"
"STIL",254,"172","135","STIL"
"STIL",255,"172","160","STIL"
"STIL",256,"*","*","STIL"
"STIL",257,"200","135","STIL"
"STIL",258,"189","135","STIL"
"STIL",259,"200","143","STIL"
"STIL",260,"182","170","STIL"
"STIL",261,"187","173","STIL"
"STIL",262,"200","156","STIL"
"STIL",263,"200","180","STIL"
"STIL",264,"200","172","STIL"
"STIL",265,"200","150","STIL"
"STIL",266,"172","167","STIL"
"STIL",267,"200","155","STIL"
"STIL",268,"172","133","STIL"
"STIL",269,"*","*","STIL"
"STIL",270,"200","202","STIL"
"STIL",271,"*","*","STIL"
"STIL",272,"200","157","STIL"
"STIL",273,"200","185","STIL"
"STIL",274,"175","172.5","STIL"
"STIL",275,"200","154","STIL"
"STIL",276,"*","*","STIL"
"STIL",277,"214","156","STIL"
"STIL",278,"*","*","STIL"
"STIL",279,"200","168","STIL"
"STIL",280,"*","*","STIL"
"STIL",281,"187","130","STIL"
"STIL",282,"*","*","STIL"
"STIL",283,"189","142","STIL"
"STIL",284,"188","184.5","STIL"
"STIL",285,"200","200","STIL"
"STIL",286,"172","149","STIL"
"STIL",287,"200","133","STIL"
"STIL",288,"*","*","STIL"
"STIL",289,"200","149","STIL"
"STIL",290,"200","142","STIL"
"STIL",291,"*","*","STIL"
"STIL",292,"200","168","STIL"
"STIL",293,"172","140","STIL"
"STIL",294,"172","150","STIL"
"STIL",296,"200","163","STIL"
"STIL",297,"189","172","STIL"
"STIL",298,"200","131","STIL"
"STIL",299,"187","192","STIL"
"STIL",300,"200","169","STIL"
"STIL",301,"172","150","STIL"
"STIL",302,"168","135","STIL"
"STIL",303,"200","190.5","STIL"
"STIL",304,"200","161.5","STIL"
"STIL",305,"178.5","167.5","STIL"
"STIL",306,"187","150","STIL"
"STIL",307,"214","160","STIL"
"STIL",308,"200","163","STIL"
"STIL",310,"214","157","STIL"
"STIL",311,"200","154","STIL"
"STIL",312,"210","183","STIL"
"STIL",313,"172","160","STIL"
"STIL",314,"172","141","STIL"
"STIL",315,"200","159","STIL"
"STIL",316,"*","*","STIL"
"STIL",317,"187","156","STIL"
"STIL",318,"200","153","STIL"
"STIL",319,"200","114","STIL"
"STIL",320,"187","152","STIL"
"STIL",322,"207","173.5","STIL"
"STIL",323,"200","153","STIL"
"STIL",324,"210","182","STIL"
"STIL",325,"200","166","STIL"
"STIL",326,"200","127","STIL"
"STIL",327,"*","*","STIL"
"STIL",328,"200","182","STIL"
"STIL",330,"172","154.5","STIL"
"STIL",332,"200","134","STIL"
"STIL",333,"229","113","STIL"
"STIL",334,"200","167","STIL"
"STIL",335,"200","150","STIL"
"STIL",336,"214","188","STIL"
"STIL",337,"194.5","140.5","STIL"
"STIL",338,"187","198","STIL"
"STIL",339,"200","154","STIL"
"STIL",340,"200","165","STIL"
"STIL",341,"172","144","STIL"
"STIL",342,"175","154","STIL"
"STIL",343,"175","148","STIL"
"STIL",344,"*","*","STIL"
"STIL",345,"155","142","STIL"
"STIL",346,"200","149","STIL"
"STIL",347,"187","128","STIL"
"STIL",349,"*","*","STIL"
"STIL",350,"207","169","STIL"
"STIL",352,"200","159","STIL"
"STIL",353,"187","178","STIL"
"STIL",354,"200","163","STIL"
"STIL",355,"*","*","STIL"
"STIL",356,"172","141","STIL"
"STIL",358,"200","141","STIL"
"STIL",359,"200","155","STIL"
"STIL",360,"175","155","STIL"
"STIL",361,"187","158","STIL"
"STIL",362,"*","*","STIL"
"STIL",363,"187","99","STIL"
"STIL",364,"200","185","STIL"
"STIL",365,"172","158","STIL"
"STIL",366,"200","175","STIL"
"STIL",367,"200","164","STIL"
"STIL",368,"172","133","STIL"
"STIL",369,"189","181","STIL"
"STIL",370,"*","*","STIL"
"STIL",371,"*","*","STIL"
"STIL",372,"200","146","STIL"
"STIL",373,"200","184.5","STIL"
"STIL",374,"200","143","STIL"
"STIL",375,"*","*","STIL"
"STIL",376,"*","*","STIL"
"STIL",377,"*","*","STIL"
"STIL",378,"214","203","STIL"
"STIL",379,"214","190","STIL"
"STIL",380,"207","157.5","STIL"
"STIL",381,"214","140","STIL"
"STIL",382,"200","168","STIL"
"STIL",383,"200","184","STIL"
"STIL",384,"172","144","STIL"
"STIL",386,"182","198","STIL"
"STIL",388,"172","178","STIL"
"STIL",389,"200","161","STIL"
"STIL",390,"200","198","STIL"
"STIL",391,"*","*","STIL"
"STIL",392,"175","165","STIL"
"STIL",393,"187","168","STIL"
"STIL",394,"172","115","STIL"
"STIL",395,"180.5","158","STIL"
"STIL",396,"200","162","STIL"
"STIL",397,"200","135","STIL"
"STIL",398,"200","161","STIL"
"STIL",399,"172","158","STIL"
"STIL",400,"200","178","STIL"
"STIL",402,"214","141","STIL"
"STIL",403,"200","134","STIL"
"STIL",404,"172","131","STIL"
"TMPL",1,"132","120","TMPL"
"TMPL",2,"*","*","TMPL"
"TMPL",3,"153","165","TMPL"
"TMPL",4,"158","155","TMPL"
"TMPL",5,"168","130","TMPL"
"TMPL",7,"133","130","TMPL"
"TMPL",8,"155","115","TMPL"
"TMPL",9,"*","*","TMPL"
"TMPL",10,"176","135","TMPL"
"TMPL",11,"153","140","TMPL"
"TMPL",12,"149","145","TMPL"
"TMPL",13,"163","190","TMPL"
"TMPL",14,"158","135","TMPL"
"TMPL",15,"168.5","182.5","TMPL"
"TMPL",16,"*","*","TMPL"
"TMPL",17,"*","*","TMPL"
"TMPL",18,"149","150","TMPL"
"TMPL",19,"153","145","TMPL"
"TMPL",20,"153","150","TMPL"
"TMPL",21,"151","155","TMPL"
"TMPL",22,"139","125","TMPL"
"TMPL",23,"183","220","TMPL"
"TMPL",24,"181","160","TMPL"
"TMPL",25,"160","155","TMPL"
"TMPL",26,"172","170","TMPL"
"TMPL",27,"151","135","TMPL"
"TMPL",28,"153","160","TMPL"
"TMPL",29,"146","150","TMPL"
"TMPL",30,"*","*","TMPL"
"TMPL",31,"152","140","TMPL"
"TMPL",32,"176","185","TMPL"
"TMPL",33,"146","125","TMPL"
"TMPL",34,"145","140","TMPL"
"TMPL",35,"141","160","TMPL"
"TMPL",36,"153","180","TMPL"
"TMPL",37,"*","*","TMPL"
"TMPL",38,"*","*","TMPL"
"TMPL",39,"153","125","TMPL"
"TMPL",40,"*","*","TMPL"
"TMPL",41,"139","145","TMPL"
"TMPL",42,"144","165","TMPL"
"TMPL",43,"165","155","TMPL"
"TMPL",44,"166","150","TMPL"
"TMPL",45,"172","150","TMPL"
"TMPL",46,"158","185","TMPL"
"TMPL",47,"179","165","TMPL"
"TMPL",48,"166","140","TMPL"
"TMPL",49,"151","135","TMPL"
"TMPL",50,"*","*","TMPL"
"TMPL",52,"133","130","TMPL"
"TMPL",53,"144","140","TMPL"
"TMPL",54,"151","155","TMPL"
"TMPL",55,"144","150","TMPL"
"TMPL",56,"153","170","TMPL"
"TMPL",57,"151","155","TMPL"
"TMPL",58,"146","150","TMPL"
"TMPL",59,"*","*","TMPL"
"TMPL",60,"*","*","TMPL"
"TMPL",61,"141","155","TMPL"
"TMPL",62,"172","175","TMPL"
"TMPL",63,"146","140","TMPL"
"TMPL",64,"144","140","TMPL"
"TMPL",65,"*","*","TMPL"
"TMPL",66,"166","210","TMPL"
"TMPL",67,"149","145","TMPL"
"TMPL",68,"*","*","TMPL"
"TMPL",69,"174","175","TMPL"
"TMPL",70,"160","165","TMPL"
"TMPL",71,"183","170","TMPL"
"TMPL",72,"151","155","TMPL"
"TMPL",73,"144","165","TMPL"
"TMPL",74,"169","190","TMPL"
"TMPL",75,"172","170","TMPL"
"TMPL",76,"191.5","145","TMPL"
"TMPL",77,"149","155","TMPL"
"TMPL",78,"*","*","TMPL"
"TMPL",79,"160","175","TMPL"
"TMPL",80,"144","135","TMPL"
"TMPL",81,"142","130","TMPL"
"TMPL",83,"166","180","TMPL"
"TMPL",84,"151","110","TMPL"
"TMPL",85,"153","160","TMPL"
"TMPL",86,"172","145","TMPL"
"TMPL",87,"153","160","TMPL"
"TMPL",88,"158","155","TMPL"
"TMPL",89,"149","145","TMPL"
"TMPL",90,"172","130","TMPL"
"TMPL",91,"169","185","TMPL"
"TMPL",93,"155.5","170","TMPL"
"TMPL",94,"*","*","TMPL"
"TMPL",95,"160","135","TMPL"
"TMPL",96,"139","100","TMPL"
"TMPL",97,"153","160","TMPL"
"TMPL",98,"*","*","TMPL"
"TMPL",99,"*","*","TMPL"
"TMPL",100,"183","160","TMPL"
"TMPL",101,"181","135","TMPL"
"TMPL",102,"183","170","TMPL"
"TMPL",103,"153","160","TMPL"
"TMPL",104,"153","140","TMPL"
"TMPL",105,"172","180","TMPL"
"TMPL",106,"172","150","TMPL"
"TMPL",107,"151","155","TMPL"
"TMPL",108,"139","140","TMPL"
"TMPL",110,"134","150","TMPL"
"TMPL",111,"151","130","TMPL"
"TMPL",112,"146","145","TMPL"
"TMPL",113,"174","180","TMPL"
"TMPL",114,"172","175","TMPL"
"TMPL",115,"177","170","TMPL"
"TMPL",116,"154.5","155","TMPL"
"TMPL",117,"179","160","TMPL"
"TMPL",118,"154.5","157.5","TMPL"
"TMPL",119,"188","170","TMPL"
"TMPL",120,"179","185","TMPL"
"TMPL",122,"151","145","TMPL"
"TMPL",123,"183","180","TMPL"
"TMPL",125,"169","145","TMPL"
"TMPL",126,"151","130","TMPL"
"TMPL",127,"146.5","142.5","TMPL"
"TMPL",128,"163","170","TMPL"
"TMPL",130,"153","185","TMPL"
"TMPL",131,"151","140","TMPL"
"TMPL",132,"172","185","TMPL"
"TMPL",134,"179","165","TMPL"
"TMPL",135,"151","155","TMPL"
"TMPL",136,"*","110","TMPL"
"TMPL",137,"*","*","TMPL"
"TMPL",138,"156.5","165","TMPL"
"TMPL",139,"149","90","TMPL"
"TMPL",141,"158","170","TMPL"
"TMPL",142,"144","125","TMPL"
"TMPL",143,"150","197.5","TMPL"
"TMPL",144,"*","*","TMPL"
"TMPL",145,"158","145","TMPL"
"TMPL",146,"158","160","TMPL"
"TMPL",147,"151","135","TMPL"
"TMPL",148,"141","155","TMPL"
"TMPL",150,"133","135","TMPL"
"TMPL",151,"144","130","TMPL"
"TMPL",152,"152","127.5","TMPL"
"TMPL",153,"153","175","TMPL"
"TMPL",154,"172","157.5","TMPL"
"TMPL",155,"172","160","TMPL"
"TMPL",156,"141","130","TMPL"
"TMPL",157,"172","140","TMPL"
"TMPL",158,"146","120","TMPL"
"TMPL",159,"179","165","TMPL"
"TMPL",160,"172","130","TMPL"
"TMPL",161,"163","165","TMPL"
"TMPL",163,"151","130","TMPL"
"TMPL",164,"*","*","TMPL"
"TMPL",165,"172","145","TMPL"
"TMPL",166,"181","215","TMPL"
"TMPL",167,"*","*","TMPL"
"TMPL",168,"181","180","TMPL"
"TMPL",169,"160","155","TMPL"
"TMPL",170,"158","142.5","TMPL"
"TMPL",171,"133","135","TMPL"
"TMPL",172,"*","*","TMPL"
"TMPL",173,"142.5","120","TMPL"
"TMPL",174,"141","150","TMPL"
"TMPL",175,"183","185","TMPL"
"TMPL",176,"146","145","TMPL"
"TMPL",177,"150","172.5","TMPL"
"TMPL",178,"151","160","TMPL"
"TMPL",179,"174","162.5","TMPL"
"TMPL",180,"151","150","TMPL"
"TMPL",181,"*","*","TMPL"
"TMPL",182,"153","175","TMPL"
"TMPL",184,"160","155","TMPL"
"TMPL",185,"136","122.5","TMPL"
"TMPL",186,"172","150","TMPL"
"TMPL",187,"181","165","TMPL"
"TMPL",188,"162.5","155","TMPL"
"TMPL",189,"139","160","TMPL"
"TMPL",190,"172","135","TMPL"
"TMPL",191,"160","165","TMPL"
"TMPL",192,"161.5","145","TMPL"
"TMPL",193,"183","180","TMPL"
"TMPL",194,"188","180","TMPL"
"TMPL",195,"151","155","TMPL"
"TMPL",196,"181","165","TMPL"
"TMPL",197,"176","185","TMPL"
"TMPL",198,"151","155","TMPL"
"TMPL",199,"181","165","TMPL"
"TMPL",200,"153","190","TMPL"
"TMPL",201,"176","170","TMPL"
"TMPL",202,"153","125","TMPL"
"TMPL",203,"144","130","TMPL"
"TMPL",204,"133","110","TMPL"
"TMPL",205,"160","150","TMPL"
"TMPL",206,"*","*","TMPL"
"TMPL",207,"158","165","TMPL"
"TMPL",208,"151","120","TMPL"
"TMPL",209,"149","140","TMPL"
"TMPL",210,"193","190","TMPL"
"TMPL",211,"174","125","TMPL"
"TMPL",212,"151","170","TMPL"
"TMPL",213,"174.5","157.5","TMPL"
"TMPL",214,"199","220","TMPL"
"TMPL",215,"152","155","TMPL"
"TMPL",216,"146","140","TMPL"
"TMPL",217,"149","145","TMPL"
"TMPL",218,"160","170","TMPL"
"TMPL",219,"179","185","TMPL"
"TMPL",220,"155.5","125","TMPL"
"TMPL",221,"158","150","TMPL"
"TMPL",222,"172","150","TMPL"
"TMPL",223,"165","150","TMPL"
"TMPL",224,"176.5","205","TMPL"
"TMPL",225,"137","147.5","TMPL"
"TMPL",226,"153","125","TMPL"
"TMPL",227,"181","145","TMPL"
"TMPL",228,"149.5","142.5","TMPL"
"TMPL",229,"153","175","TMPL"
"TMPL",230,"153","150","TMPL"
"TMPL",231,"*","*","TMPL"
"TMPL",232,"172","170","TMPL"
"TMPL",233,"172","170","TMPL"
"TMPL",234,"160","180","TMPL"
"TMPL",235,"146","130","TMPL"
"TMPL",236,"*","*","TMPL"
"TMPL",237,"149","135","TMPL"
"TMPL",238,"183","190","TMPL"
"TMPL",239,"177","185","TMPL"
"TMPL",240,"153","145","TMPL"
"TMPL",241,"172","175","TMPL"
"TMPL",242,"160","135","TMPL"
"TMPL",243,"142.5","137.5","TMPL"
"TMPL",244,"172","185","TMPL"
"TMPL",245,"177","175","TMPL"
"TMPL",246,"172","185","TMPL"
"TMPL",247,"181","165","TMPL"
"TMPL",248,"176","165","TMPL"
"TMPL",249,"181","190","TMPL"
"TMPL",250,"172","160","TMPL"
"TMPL",251,"190","165","TMPL"
"TMPL",252,"149","150","TMPL"
"TMPL",253,"163","150","TMPL"
"TMPL",254,"141","125","TMPL"
"TMPL",255,"151","150","TMPL"
"TMPL",256,"*","*","TMPL"
"TMPL",257,"149","115","TMPL"
"TMPL",258,"141","125","TMPL"
"TMPL",259,"153","150","TMPL"
"TMPL",260,"172","170","TMPL"
"TMPL",261,"174","165","TMPL"
"TMPL",262,"179","160","TMPL"
"TMPL",263,"172","165","TMPL"
"TMPL",264,"181","180","TMPL"
"TMPL",265,"149","150","TMPL"
"TMPL",266,"153","165","TMPL"
"TMPL",267,"183","155","TMPL"
"TMPL",268,"163","140","TMPL"
"TMPL",269,"153","120","TMPL"
"TMPL",270,"170.5","190","TMPL"
"TMPL",271,"151","135","TMPL"
"TMPL",272,"150","155","TMPL"
"TMPL",273,"*","*","TMPL"
"TMPL",274,"151","160","TMPL"
"TMPL",275,"160","150","TMPL"
"TMPL",276,"*","*","TMPL"
"TMPL",277,"177","160","TMPL"
"TMPL",278,"150","165","TMPL"
"TMPL",279,"181","160","TMPL"
"TMPL",280,"160","140","TMPL"
"TMPL",281,"155","120","TMPL"
"TMPL",282,"166","175","TMPL"
"TMPL",283,"141.5","140","TMPL"
"TMPL",284,"172","120","TMPL"
"TMPL",285,"172","180","TMPL"
"TMPL",286,"151","135","TMPL"
"TMPL",287,"*","*","TMPL"
"TMPL",288,"169","175","TMPL"
"TMPL",289,"165","190","TMPL"
"TMPL",290,"176","145","TMPL"
"TMPL",291,"133","170","TMPL"
"TMPL",292,"152","157.5","TMPL"
"TMPL",293,"146","125","TMPL"
"TMPL",294,"160","140","TMPL"
"TMPL",296,"179","155","TMPL"
"TMPL",297,"181","180","TMPL"
"TMPL",298,"*","*","TMPL"
"TMPL",299,"153","170","TMPL"
"TMPL",300,"179","175","TMPL"
"TMPL",301,"144","137.5","TMPL"
"TMPL",302,"144.5","132.5","TMPL"
"TMPL",303,"139","170","TMPL"
"TMPL",304,"169","150","TMPL"
"TMPL",305,"153","165","TMPL"
"TMPL",306,"149","145","TMPL"
"TMPL",307,"181","150","TMPL"
"TMPL",308,"169","170","TMPL"
"TMPL",310,"153","140","TMPL"
"TMPL",311,"153","155","TMPL"
"TMPL",312,"181","190","TMPL"
"TMPL",313,"134","155","TMPL"
"TMPL",314,"153","137.5","TMPL"
"TMPL",315,"153","140","TMPL"
"TMPL",316,"149","130","TMPL"
"TMPL",317,"*","*","TMPL"
"TMPL",318,"153","145","TMPL"
"TMPL",319,"151","170","TMPL"
"TMPL",320,"181","170","TMPL"
"TMPL",322,"162","175","TMPL"
"TMPL",323,"172","155","TMPL"
"TMPL",324,"153","180","TMPL"
"TMPL",325,"153","140","TMPL"
"TMPL",326,"174","160","TMPL"
"TMPL",327,"169","140","TMPL"
"TMPL",328,"181","205","TMPL"
"TMPL",330,"133","135","TMPL"
"TMPL",332,"179","150","TMPL"
"TMPL",333,"186","200","TMPL"
"TMPL",334,"181","190","TMPL"
"TMPL",335,"*","*","TMPL"
"TMPL",336,"199","165","TMPL"
"TMPL",337,"160","145","TMPL"
"TMPL",338,"151","180","TMPL"
"TMPL",339,"144","135","TMPL"
"TMPL",340,"*","*","TMPL"
"TMPL",341,"153","120","TMPL"
"TMPL",342,"145","145","TMPL"
"TMPL",343,"153","140","TMPL"
"TMPL",344,"172","145","TMPL"
"TMPL",345,"132","120","TMPL"
"TMPL",346,"168","152.5","TMPL"
"TMPL",347,"136.5","117.5","TMPL"
"TMPL",349,"172","135","TMPL"
"TMPL",350,"172","165","TMPL"
"TMPL",352,"*","*","TMPL"
"TMPL",353,"174","157.5","TMPL"
"TMPL",354,"160","160","TMPL"
"TMPL",355,"162.5","147.5","TMPL"
"TMPL",356,"149","125","TMPL"
"TMPL",358,"160","135","TMPL"
"TMPL",359,"153","170","TMPL"
"TMPL",360,"152","157.5","TMPL"
"TMPL",361,"160","155","TMPL"
"TMPL",362,"172","185","TMPL"
"TMPL",363,"181","160","TMPL"
"TMPL",364,"166","150","TMPL"
"TMPL",365,"133","130","TMPL"
"TMPL",366,"139","170","TMPL"
"TMPL",367,"153","155","TMPL"
"TMPL",368,"166","135","TMPL"
"TMPL",369,"153","175","TMPL"
"TMPL",370,"158","140","TMPL"
"TMPL",371,"181","160","TMPL"
"TMPL",372,"149","160","TMPL"
"TMPL",373,"172","180","TMPL"
"TMPL",374,"146","130","TMPL"
"TMPL",375,"172","175","TMPL"
"TMPL",376,"152","132.5","TMPL"
"TMPL",377,"173","170","TMPL"
"TMPL",378,"188","175","TMPL"
"TMPL",379,"172","165","TMPL"
"TMPL",380,"151","145","TMPL"
"TMPL",381,"149","145","TMPL"
"TMPL",382,"166","170","TMPL"
"TMPL",383,"149","170","TMPL"
"TMPL",384,"144","145","TMPL"
"TMPL",386,"183","160","TMPL"
"TMPL",388,"153","165","TMPL"
"TMPL",389,"158","155","TMPL"
"TMPL",390,"172","172.5","TMPL"
"TMPL",391,"166","130","TMPL"
"TMPL",392,"151","160","TMPL"
"TMPL",393,"*","*","TMPL"
"TMPL",394,"140","95","TMPL"
"TMPL",395,"153","165","TMPL"
"TMPL",396,"153","145","TMPL"
"TMPL",397,"176.5","137.5","TMPL"
"TMPL",398,"153","150","TMPL"
"TMPL",399,"144","155","TMPL"
"TMPL",400,"163","180","TMPL"
"TMPL",402,"181","165","TMPL"
"TMPL",403,"146","145","TMPL"
"TMPL",404,"144","125","TMPL"
