"SITE","LINE","FL50","HT","TC","SITE2"
"PKLE",79,"141","175","88","PKLE"
"PKLE",80,"151","160","81","PKLE"
"PKLE",81,"128","120","30","PKLE"
"PKLE",83,"149","165","99","PKLE"
"PKLE",84,"131","140","37","PKLE"
"PKLE",85,"131","155","161","PKLE"
"PKLE",86,"151","170","115","PKLE"
"PKLE",87,"149","165","55","PKLE"
"PKLE",88,"*","*","*","PKLE"
"PKLE",89,"151","165","79","PKLE"
"PKLE",90,"151","165","120","PKLE"
"PKLE",91,"198","190","44","PKLE"
"PKLE",93,"151","180","170","PKLE"
"PKLE",94,"*","*","*","PKLE"
"PKLE",95,"135","155","252","PKLE"
"PKLE",96,"*","*","*","PKLE"
"PKLE",97,"151","175","67","PKLE"
"PKLE",98,"*","*","*","PKLE"
"PKLE",99,"139","135","45","PKLE"
"PKLE",100,"151","165","56","PKLE"
"PKLE",101,"162","155","33","PKLE"
"PKLE",102,"*","*","*","PKLE"
"PKLE",103,"*","*","*","PKLE"
"PKLE",104,"141","150","89","PKLE"
"PKLE",105,"193","205","119","PKLE"
"PKLE",106,"153","175","207","PKLE"
"PKLE",107,"151","130","42","PKLE"
"PKLE",108,"*","*","*","PKLE"
"PKLE",110,"124","180","158","PKLE"
"PKLE",111,"131","165","142","PKLE"
"PKLE",112,"174","205","98","PKLE"
"PKLE",113,"141","210","203","PKLE"
"PKLE",114,"168","185","64","PKLE"
"PKLE",115,"139","150","109","PKLE"
"PKLE",116,"*","*","*","PKLE"
"PKLE",117,"141","160","122","PKLE"
"PKLE",118,"135","185","92","PKLE"
"PKLE",119,"141","175","137","PKLE"
"PKLE",120,"*","*","*","PKLE"
"PKLE",122,"131","165","54","PKLE"
"PKLE",123,"151","175","301","PKLE"
"PKLE",125,"141","135","83","PKLE"
"PKLE",126,"131","135","79","PKLE"
"PKLE",127,"131","145","68","PKLE"
"PKLE",128,"151","155","49","PKLE"
"PKLE",130,"151","185","205","PKLE"
"PKLE",131,"141","150","145","PKLE"
"PKLE",132,"145","175","128","PKLE"
"PKLE",134,"153","185","53","PKLE"
"PKLE",135,"145","165","109","PKLE"
"PKLE",136,"*","*","*","PKLE"
"PKLE",137,"162","210","37","PKLE"
"PKLE",138,"131","155","53","PKLE"
"PKLE",139,"141","125","60","PKLE"
"PKLE",141,"*","*","*","PKLE"
"PKLE",142,"135","165","229","PKLE"
"PKLE",143,"153","195","115","PKLE"
"PKLE",144,"153","185","36","PKLE"
"PKLE",145,"141","165","57","PKLE"
"PKLE",146,"159","115","14","PKLE"
"PKLE",147,"*","*","*","PKLE"
"PKLE",148,"141","160","97","PKLE"
"PKLE",150,"124","145","185","PKLE"
"PKLE",151,"141","175","128","PKLE"
"PKLE",152,"*","*","*","PKLE"
"PKLE",153,"159","165","104","PKLE"
"PKLE",154,"141","185","205","PKLE"
"PKLE",155,"168","165","120","PKLE"
"PKLE",156,"145","150","94","PKLE"
"PKLE",157,"119","130","117","PKLE"
"PKLE",158,"139","120","140","PKLE"
"PKLE",159,"*","*","*","PKLE"
"PKLE",160,"*","*","*","PKLE"
"PKLE",161,"141","165","112","PKLE"
"PKLE",163,"*","*","*","PKLE"
"PKLE",164,"153","160","100","PKLE"
"PKLE",165,"*","*","*","PKLE"
"PKLE",166,"179","230","123","PKLE"
"PKLE",167,"153","155","138","PKLE"
"PKLE",168,"151","165","137","PKLE"
"PKLE",169,"151","175","109","PKLE"
"PKLE",170,"149","140","57","PKLE"
"PKLE",171,"119","150","203","PKLE"
"PKLE",172,"149","165","94","PKLE"
"PKLE",173,"131","125","65","PKLE"
"PKLE",174,"151","160","121","PKLE"
"PKLE",175,"159","180","58","PKLE"
"PKLE",176,"141","160","114","PKLE"
"PKLE",177,"149","155","95","PKLE"
"PKLE",178,"131","185","97","PKLE"
"PKLE",179,"*","*","*","PKLE"
"PKLE",180,"*","*","*","PKLE"
"PKLE",181,"*","*","*","PKLE"
"PKLE",182,"139","190","115","PKLE"
"PKLE",184,"172","130","126","PKLE"
"PKLE",185,"124","140","148","PKLE"
"PKLE",186,"*","*","*","PKLE"
"PKLE",187,"149","195","213","PKLE"
"PKLE",188,"151","175","146","PKLE"
"PKLE",189,"139","170","87","PKLE"
"PKLE",190,"*","*","*","PKLE"
"PKLE",191,"131","165","203","PKLE"
"PKLE",192,"*","*","*","PKLE"
"PKLE",193,"153","170","60","PKLE"
"PKLE",194,"151","200","194","PKLE"
"PKLE",195,"139","160","133","PKLE"
"PKLE",196,"*","*","*","PKLE"
"PKLE",197,"168","175","112","PKLE"
"PKLE",198,"151","175","190","PKLE"
"PKLE",199,"151","165","182","PKLE"
"PKLE",200,"139","180","170","PKLE"
"PKLE",201,"139","160","165","PKLE"
"PKLE",202,"*","*","*","PKLE"
"PKLE",203,"131","155","172","PKLE"
"PKLE",204,"210","175","33","PKLE"
"PKLE",205,"141","145","106","PKLE"
"PKLE",206,"*","*","*","PKLE"
"PKLE",207,"145","165","122","PKLE"
"PKLE",208,"124","140","150","PKLE"
"PKLE",209,"162","140","65","PKLE"
"PKLE",210,"174","205","113","PKLE"
"PKLE",211,"145","130","92","PKLE"
"PKLE",212,"*","*","*","PKLE"
"PKLE",213,"149","185","89","PKLE"
"PKLE",214,"162","155","89","PKLE"
"PKLE",215,"149","175","182","PKLE"
"PKLE",216,"141","160","105","PKLE"
"PKLE",217,"153","170","136","PKLE"
"PKLE",218,"149","185","171","PKLE"
"PKLE",219,"*","*","*","PKLE"
"PKLE",220,"135","135","147","PKLE"
"PKLE",221,"135","155","288","PKLE"
"PKLE",222,"149","190","63","PKLE"
"PKLE",223,"151","190","288","PKLE"
"PKLE",224,"162","175","118","PKLE"
"PKLE",225,"151","185","201","PKLE"
"PKLE",226,"153","145","61","PKLE"
"PKLE",227,"162","155","120","PKLE"
"PKLE",228,"131","170","286","PKLE"
"PKLE",229,"141","165","73","PKLE"
"PKLE",230,"139","155","114","PKLE"
"PKLE",231,"139","145","193","PKLE"
"PKLE",232,"141","160","159","PKLE"
"PKLE",233,"*","*","*","PKLE"
"PKLE",234,"151","200","215","PKLE"
"PKLE",235,"141","145","103","PKLE"
"PKLE",236,"131","165","130","PKLE"
"PKLE",237,"149","150","63","PKLE"
"PKLE",238,"*","*","*","PKLE"
"PKLE",239,"151","225","145","PKLE"
"PKLE",240,"*","*","*","PKLE"
"PKLE",241,"*","*","*","PKLE"
"PKLE",242,"153","135","66","PKLE"
"PKLE",243,"139","170","239","PKLE"
"PKLE",244,"151","220","120","PKLE"
"PKLE",245,"149","180","174","PKLE"
"PKLE",246,"141","170","77","PKLE"
"PKLE",247,"151","175","216","PKLE"
"PKLE",248,"166","175","73","PKLE"
"PKLE",249,"145","170","220","PKLE"
"PKLE",250,"198","190","121","PKLE"
"PKLE",251,"*","*","*","PKLE"
"PKLE",252,"141","160","134","PKLE"
"PKLE",253,"*","*","*","PKLE"
"PKLE",254,"128","145","147","PKLE"
"PKLE",255,"135","145","119","PKLE"
"PKLE",256,"162","185","174","PKLE"
"PKLE",257,"139","160","217","PKLE"
"PKLE",258,"*","*","*","PKLE"
"PKLE",259,"149","170","159","PKLE"
"PKLE",260,"153","165","189","PKLE"
"PKLE",261,"168","170","85","PKLE"
"PKLE",262,"*","*","*","PKLE"
"PKLE",263,"151","165","98","PKLE"
"PKLE",264,"187","175","62","PKLE"
"PKLE",265,"139","165","229","PKLE"
"PKLE",266,"*","*","*","PKLE"
"PKLE",267,"151","160","88","PKLE"
"PKLE",268,"*","*","*","PKLE"
"PKLE",269,"*","*","*","PKLE"
"PKLE",270,"139","205","110","PKLE"
"PKLE",271,"*","*","*","PKLE"
"PKLE",272,"151","180","193","PKLE"
"PKLE",273,"153","165","89","PKLE"
"PKLE",274,"141","175","80","PKLE"
"PKLE",275,"141","155","173","PKLE"
"PKLE",276,"*","*","*","PKLE"
"PKLE",277,"151","155","155","PKLE"
"PKLE",278,"*","*","*","PKLE"
"PKLE",279,"141","180","66","PKLE"
"PKLE",280,"*","*","*","PKLE"
"PKLE",281,"139","150","198","PKLE"
"PKLE",282,"*","*","*","PKLE"
"PKLE",283,"*","*","*","PKLE"
"PKLE",284,"139","185","159","PKLE"
"PKLE",285,"*","*","*","PKLE"
"PKLE",286,"151","150","81","PKLE"
"PKLE",287,"151","165","269","PKLE"
"PKLE",288,"*","*","*","PKLE"
"PKLE",289,"151","175","42","PKLE"
"PKLE",290,"*","*","*","PKLE"
"PKLE",291,"*","*","*","PKLE"
"PKLE",292,"153","155","207","PKLE"
"PKLE",293,"131","150","329","PKLE"
"PKLE",294,"145","140","125","PKLE"
"PKLE",296,"151","170","130","PKLE"
"PKLE",297,"147","180","156","PKLE"
"PKLE",298,"*","*","*","PKLE"
"PKLE",299,"149","200","178","PKLE"
"PKLE",300,"170","195","71","PKLE"
"PKLE",301,"141","160","154","PKLE"
"PKLE",302,"119","145","140","PKLE"
"PKLE",303,"139","180","135","PKLE"
"PKLE",304,"149","165","207","PKLE"
"PKLE",305,"139","180","187","PKLE"
"PKLE",306,"139","160","106","PKLE"
"PKLE",307,"141","185","148","PKLE"
"PKLE",308,"139","185","319","PKLE"
"PKLE",310,"149","160","92","PKLE"
"PKLE",311,"151","165","39","PKLE"
"PKLE",312,"198","160","56","PKLE"
"PKLE",313,"131","185","193","PKLE"
"PKLE",314,"131","170","130","PKLE"
"PKLE",315,"153","185","119","PKLE"
"PKLE",316,"*","*","*","PKLE"
"PKLE",317,"135","170","119","PKLE"
"PKLE",318,"141","180","146","PKLE"
"PKLE",319,"*","*","*","PKLE"
"PKLE",320,"151","170","156","PKLE"
"PKLE",322,"139","180","154","PKLE"
"PKLE",323,"139","150","183","PKLE"
"PKLE",324,"151","185","155","PKLE"
"PKLE",325,"139","175","270","PKLE"
"PKLE",326,"*","*","*","PKLE"
"PKLE",327,"*","*","*","PKLE"
"PKLE",328,"141","200","132","PKLE"
"PKLE",330,"131","175","323","PKLE"
"PKLE",332,"149","155","113","PKLE"
"PKLE",333,"162","185","58","PKLE"
"PKLE",334,"149","200","218","PKLE"
"PKLE",335,"151","155","62","PKLE"
"PKLE",336,"153","150","59","PKLE"
"PKLE",337,"128","130","104","PKLE"
"PKLE",338,"141","200","88","PKLE"
"PKLE",339,"139","150","149","PKLE"
"PKLE",340,"159","185","190","PKLE"
"PKLE",341,"153","135","81","PKLE"
"PKLE",342,"135","160","81","PKLE"
"PKLE",343,"139","135","131","PKLE"
"PKLE",344,"*","*","*","PKLE"
"PKLE",345,"124","125","65","PKLE"
"PKLE",346,"153","155","121","PKLE"
"PKLE",347,"124","135","67","PKLE"
"PKLE",349,"162","160","74","PKLE"
"PKLE",350,"151","175","112","PKLE"
"PKLE",352,"145","180","197","PKLE"
"PKLE",353,"151","210","198","PKLE"
"PKLE",354,"145","165","128","PKLE"
"PKLE",355,"*","*","*","PKLE"
"PKLE",356,"139","155","127","PKLE"
"PKLE",358,"145","160","207","PKLE"
"PKLE",359,"141","175","153","PKLE"
"PKLE",360,"159","160","166","PKLE"
"PKLE",361,"153","165","50","PKLE"
"PKLE",362,"*","*","*","PKLE"
"PKLE",363,"149","165","76","PKLE"
"PKLE",364,"151","195","124","PKLE"
"PKLE",365,"131","145","121","PKLE"
"PKLE",366,"153","180","80","PKLE"
"PKLE",367,"139","185","161","PKLE"
"PKLE",368,"149","145","93","PKLE"
"PKLE",369,"151","200","135","PKLE"
"PKLE",370,"151","155","187","PKLE"
"PKLE",371,"153","175","128","PKLE"
"PKLE",372,"162","190","137","PKLE"
"PKLE",373,"141","195","157","PKLE"
"PKLE",374,"141","145","74","PKLE"
"PKLE",375,"159","180","64","PKLE"
"PKLE",376,"*","*","*","PKLE"
"PKLE",377,"*","*","*","PKLE"
"PKLE",378,"162","195","102","PKLE"
"PKLE",379,"159","210","102","PKLE"
"PKLE",380,"128","165","72","PKLE"
"PKLE",381,"149","155","218","PKLE"
"PKLE",382,"149","150","81","PKLE"
"PKLE",383,"145","190","86","PKLE"
"PKLE",384,"139","135","131","PKLE"
"PKLE",386,"151","180","103","PKLE"
"PKLE",388,"151","180","52","PKLE"
"PKLE",389,"151","180","209","PKLE"
"PKLE",390,"153","190","100","PKLE"
"PKLE",391,"131","165","129","PKLE"
"PKLE",392,"139","165","94","PKLE"
"PKLE",393,"151","165","111","PKLE"
"PKLE",394,"*","*","*","PKLE"
"PKLE",395,"141","185","181","PKLE"
"PKLE",396,"131","160","318","PKLE"
"PKLE",397,"149","170","239","PKLE"
"PKLE",398,"*","*","*","PKLE"
"PKLE",399,"135","170","159","PKLE"
"PKLE",400,"145","155","168","PKLE"
"PKLE",402,"179","160","163","PKLE"
"PKLE",403,"*","*","*","PKLE"
"PKLE",404,"141","145","103","PKLE"
"STIL",1,"153","150","151","STIL"
"STIL",2,"200","171","260","STIL"
"STIL",3,"187","134.5","106.5","STIL"
"STIL",4,"200","174","158","STIL"
"STIL",5,"182","159","54","STIL"
"STIL",7,"187","146","102","STIL"
"STIL",8,"200","142","133","STIL"
"STIL",9,"175","145","169","STIL"
"STIL",10,"168","140","103","STIL"
"STIL",11,"200","161","136","STIL"
"STIL",12,"193.5","149.5","134","STIL"
"STIL",13,"200","190","67","STIL"
"STIL",14,"200","153","93","STIL"
"STIL",15,"*","192","156","STIL"
"STIL",16,"200","156","56","STIL"
"STIL",17,"200","172","146","STIL"
"STIL",18,"189","145","270","STIL"
"STIL",19,"186","148.5","253.5","STIL"
"STIL",20,"172","163","126","STIL"
"STIL",21,"214","184","87","STIL"
"STIL",22,"200","142","131","STIL"
"STIL",23,"214","227","186","STIL"
"STIL",24,"210","151","154","STIL"
"STIL",25,"200","167","112","STIL"
"STIL",26,"214","186","133","STIL"
"STIL",27,"*","*","*","STIL"
"STIL",28,"200","174","256","STIL"
"STIL",29,"200","155","121","STIL"
"STIL",30,"200","173","134","STIL"
"STIL",31,"200","142","56","STIL"
"STIL",32,"210","178","429","STIL"
"STIL",33,"172","130","221","STIL"
"STIL",34,"172","155","190","STIL"
"STIL",35,"182","159","164","STIL"
"STIL",36,"200","187.5","68.5","STIL"
"STIL",37,"200","172","131","STIL"
"STIL",38,"189","169","217","STIL"
"STIL",39,"200","130","54","STIL"
"STIL",40,"200","192","137","STIL"
"STIL",41,"186","159","153","STIL"
"STIL",42,"200","145","183","STIL"
"STIL",43,"189","176","147","STIL"
"STIL",44,"200","149","175","STIL"
"STIL",45,"*","*","*","STIL"
"STIL",46,"200","179.5","156.5","STIL"
"STIL",47,"*","*","*","STIL"
"STIL",48,"172","157","194","STIL"
"STIL",49,"189","167","122","STIL"
"STIL",50,"200","150","110","STIL"
"STIL",52,"175","145","185","STIL"
"STIL",53,"193.5","152","119","STIL"
"STIL",54,"200","170","134","STIL"
"STIL",55,"172","170","137","STIL"
"STIL",56,"182","108","18","STIL"
"STIL",57,"172","161","63","STIL"
"STIL",58,"200","157","159","STIL"
"STIL",59,"*","*","*","STIL"
"STIL",60,"*","*","*","STIL"
"STIL",61,"187.5","169.5","155","STIL"
"STIL",62,"200","164","149","STIL"
"STIL",63,"*","*","*","STIL"
"STIL",64,"172","140","247","STIL"
"STIL",65,"200","164","166","STIL"
"STIL",66,"200","217","153","STIL"
"STIL",67,"*","*","*","STIL"
"STIL",68,"200","174","110","STIL"
"STIL",69,"200","168","244","STIL"
"STIL",70,"200","155","314","STIL"
"STIL",71,"*","*","*","STIL"
"STIL",72,"172","145","162","STIL"
"STIL",73,"200","177","175","STIL"
"STIL",74,"200","210","149","STIL"
"STIL",75,"*","*","*","STIL"
"STIL",76,"210","138","124","STIL"
"STIL",77,"175","156","135","STIL"
"STIL",78,"172","163","201","STIL"
"STIL",79,"200","176","111","STIL"
"STIL",80,"187","168","103","STIL"
"STIL",81,"168","145","163","STIL"
"STIL",83,"200","172","290","STIL"
"STIL",84,"182","127","98","STIL"
"STIL",85,"200","173","210","STIL"
"STIL",86,"200","149","121","STIL"
"STIL",87,"182","158","75","STIL"
"STIL",88,"*","170","178","STIL"
"STIL",89,"175","142","120","STIL"
"STIL",90,"214","156","209","STIL"
"STIL",91,"214","190","139","STIL"
"STIL",93,"200","173","159","STIL"
"STIL",94,"187","140","98","STIL"
"STIL",95,"200","150","156","STIL"
"STIL",96,"189","151","103","STIL"
"STIL",97,"175","166","211","STIL"
"STIL",98,"*","*","*","STIL"
"STIL",99,"193.5","155.5","99.5","STIL"
"STIL",100,"200","193","120","STIL"
"STIL",101,"191","152.5","92.5","STIL"
"STIL",102,"*","*","*","STIL"
"STIL",103,"214","163","156","STIL"
"STIL",104,"200","157","75","STIL"
"STIL",105,"214","172","230","STIL"
"STIL",106,"187","148.5","193.5","STIL"
"STIL",107,"214","172","124","STIL"
"STIL",108,"*","*","*","STIL"
"STIL",110,"186","165.333333333333","146.666666666667","STIL"
"STIL",111,"168","135","74","STIL"
"STIL",112,"194.5","166.5","186","STIL"
"STIL",113,"214","162","242","STIL"
"STIL",114,"200","182","53","STIL"
"STIL",115,"200","180","78","STIL"
"STIL",116,"200","184","205","STIL"
"STIL",117,"200","162","145","STIL"
"STIL",118,"187","160","51","STIL"
"STIL",119,"200","168","254","STIL"
"STIL",120,"200","173","210","STIL"
"STIL",122,"*","*","*","STIL"
"STIL",123,"200","155","134","STIL"
"STIL",125,"200","157","150","STIL"
"STIL",126,"172","119","52","STIL"
"STIL",127,"200","156","80","STIL"
"STIL",128,"187","157","52","STIL"
"STIL",130,"187","193","171","STIL"
"STIL",131,"172","147","199","STIL"
"STIL",132,"200","177","82","STIL"
"STIL",134,"214","154","45","STIL"
"STIL",135,"172","161","127","STIL"
"STIL",136,"214","151","116","STIL"
"STIL",137,"200","186","73","STIL"
"STIL",138,"200","183","87","STIL"
"STIL",139,"172","137","141","STIL"
"STIL",141,"*","*","*","STIL"
"STIL",142,"200","164","180","STIL"
"STIL",143,"200","227","106","STIL"
"STIL",144,"182","149","180","STIL"
"STIL",145,"200","151","105","STIL"
"STIL",146,"175","159","126","STIL"
"STIL",147,"200","168","166","STIL"
"STIL",148,"175","167","65","STIL"
"STIL",150,"168","139","54","STIL"
"STIL",151,"200","158","202","STIL"
"STIL",152,"*","*","*","STIL"
"STIL",153,"200","197","171","STIL"
"STIL",154,"210","165","112","STIL"
"STIL",155,"214","185.5","140","STIL"
"STIL",156,"187","140","174","STIL"
"STIL",157,"200","136","118","STIL"
"STIL",158,"200","125","208","STIL"
"STIL",159,"200","174","169","STIL"
"STIL",160,"*","*","*","STIL"
"STIL",161,"200","138","227","STIL"
"STIL",163,"172","133","89","STIL"
"STIL",164,"200","162","128","STIL"
"STIL",165,"*","*","*","STIL"
"STIL",166,"200","195.5","169.5","STIL"
"STIL",167,"205","145","138.5","STIL"
"STIL",168,"200","154","122","STIL"
"STIL",169,"200","166","101","STIL"
"STIL",170,"200","144","73","STIL"
"STIL",171,"168","130","140","STIL"
"STIL",172,"200","153.5","81.5","STIL"
"STIL",173,"172","112","44","STIL"
"STIL",174,"168","148","32","STIL"
"STIL",175,"200","183","191","STIL"
"STIL",176,"191","157","127.5","STIL"
"STIL",177,"200","159","167","STIL"
"STIL",178,"200","171.5","117.5","STIL"
"STIL",179,"200","156","133","STIL"
"STIL",180,"*","*","*","STIL"
"STIL",181,"*","*","*","STIL"
"STIL",182,"187","174","166","STIL"
"STIL",184,"200","141","153.5","STIL"
"STIL",185,"172","140","217","STIL"
"STIL",186,"214","164","344","STIL"
"STIL",187,"186","158","173","STIL"
"STIL",188,"200","178","92","STIL"
"STIL",189,"187","179","80","STIL"
"STIL",190,"175","148","138","STIL"
"STIL",191,"210","164","214","STIL"
"STIL",192,"*","*","*","STIL"
"STIL",193,"214","188","146","STIL"
"STIL",194,"214","150","121","STIL"
"STIL",195,"175","157","142","STIL"
"STIL",196,"210","183","112.5","STIL"
"STIL",197,"200","180","177","STIL"
"STIL",198,"173.5","169","186","STIL"
"STIL",199,"200","177","183","STIL"
"STIL",200,"200","170.5","94.5","STIL"
"STIL",201,"189","183","221","STIL"
"STIL",202,"168","150","90","STIL"
"STIL",203,"200","160","199","STIL"
"STIL",204,"*","*","*","STIL"
"STIL",205,"200","146","56","STIL"
"STIL",206,"*","*","*","STIL"
"STIL",207,"187","159","94","STIL"
"STIL",208,"182","128","70","STIL"
"STIL",209,"200","151","229","STIL"
"STIL",210,"229","164","123.5","STIL"
"STIL",211,"*","*","*","STIL"
"STIL",212,"*","*","*","STIL"
"STIL",213,"200","190","103","STIL"
"STIL",214,"214","157","59","STIL"
"STIL",215,"214","145","67","STIL"
"STIL",216,"177.5","169.5","139.5","STIL"
"STIL",217,"172","158","188","STIL"
"STIL",218,"214","186","254","STIL"
"STIL",219,"*","*","*","STIL"
"STIL",220,"200","142","180","STIL"
"STIL",221,"200","155","164","STIL"
"STIL",222,"187","187","161","STIL"
"STIL",223,"210","175","324","STIL"
"STIL",224,"214","173","116","STIL"
"STIL",225,"172","163","173","STIL"
"STIL",226,"200","152","107","STIL"
"STIL",227,"200","138.5","135","STIL"
"STIL",228,"172","153","160","STIL"
"STIL",229,"187","178","70","STIL"
"STIL",230,"175","159","176","STIL"
"STIL",231,"200","134","188","STIL"
"STIL",232,"172","184","185","STIL"
"STIL",233,"*","*","*","STIL"
"STIL",234,"200","181.5","106.5","STIL"
"STIL",235,"*","*","*","STIL"
"STIL",236,"191","161.5","160","STIL"
"STIL",237,"175","154","136","STIL"
"STIL",238,"*","*","*","STIL"
"STIL",239,"205","200.5","175","STIL"
"STIL",240,"*","*","*","STIL"
"STIL",241,"*","*","*","STIL"
"STIL",242,"189","154","140","STIL"
"STIL",243,"200","138","340","STIL"
"STIL",244,"200","178","67","STIL"
"STIL",245,"200","187","157","STIL"
"STIL",246,"200","160","96","STIL"
"STIL",247,"214","174","230","STIL"
"STIL",248,"214","188.5","190.5","STIL"
"STIL",249,"200","157","174","STIL"
"STIL",250,"200","184","163","STIL"
"STIL",251,"200","180","202","STIL"
"STIL",252,"214","157","176","STIL"
"STIL",253,"172","169","183","STIL"
"STIL",254,"172","135","193","STIL"
"STIL",255,"172","160","153","STIL"
"STIL",256,"*","*","*","STIL"
"STIL",257,"200","135","112","STIL"
"STIL",258,"189","135","244","STIL"
"STIL",259,"200","143","159","STIL"
"STIL",260,"182","170","192.5","STIL"
"STIL",261,"187","173","89","STIL"
"STIL",262,"200","156","91","STIL"
"STIL",263,"200","180","136","STIL"
"STIL",264,"200","172","138","STIL"
"STIL",265,"200","150","317","STIL"
"STIL",266,"172","167","163","STIL"
"STIL",267,"200","155","88","STIL"
"STIL",268,"172","133","94","STIL"
"STIL",269,"*","*","*","STIL"
"STIL",270,"200","202","179","STIL"
"STIL",271,"*","*","*","STIL"
"STIL",272,"200","157","137","STIL"
"STIL",273,"200","185","163","STIL"
"STIL",274,"175","172.5","177","STIL"
"STIL",275,"200","154","182","STIL"
"STIL",276,"*","*","*","STIL"
"STIL",277,"214","156","461","STIL"
"STIL",278,"*","*","*","STIL"
"STIL",279,"200","168","67","STIL"
"STIL",280,"*","*","*","STIL"
"STIL",281,"187","130","125","STIL"
"STIL",282,"*","*","*","STIL"
"STIL",283,"189","142","162","STIL"
"STIL",284,"188","184.5","118","STIL"
"STIL",285,"200","200","194","STIL"
"STIL",286,"172","149","229","STIL"
"STIL",287,"200","133","284","STIL"
"STIL",288,"*","*","*","STIL"
"STIL",289,"200","149","76","STIL"
"STIL",290,"200","142","170","STIL"
"STIL",291,"*","*","*","STIL"
"STIL",292,"200","168","126","STIL"
"STIL",293,"172","140","273","STIL"
"STIL",294,"172","150","229","STIL"
"STIL",296,"200","163","111","STIL"
"STIL",297,"189","172","208","STIL"
"STIL",298,"200","131","158","STIL"
"STIL",299,"187","192","210","STIL"
"STIL",300,"200","169","69","STIL"
"STIL",301,"172","150","289","STIL"
"STIL",302,"168","135","162","STIL"
"STIL",303,"200","190.5","170","STIL"
"STIL",304,"200","161.5","183","STIL"
"STIL",305,"178.5","167.5","242.5","STIL"
"STIL",306,"187","150","66","STIL"
"STIL",307,"214","160","167","STIL"
"STIL",308,"200","163","240","STIL"
"STIL",310,"214","157","150","STIL"
"STIL",311,"200","154","66","STIL"
"STIL",312,"210","183","78","STIL"
"STIL",313,"172","160","209","STIL"
"STIL",314,"172","141","101","STIL"
"STIL",315,"200","159","203","STIL"
"STIL",316,"*","*","*","STIL"
"STIL",317,"187","156","163","STIL"
"STIL",318,"200","153","176","STIL"
"STIL",319,"200","114","52","STIL"
"STIL",320,"187","152","86","STIL"
"STIL",322,"207","173.5","180.5","STIL"
"STIL",323,"200","153","160.5","STIL"
"STIL",324,"210","182","209","STIL"
"STIL",325,"200","166","217","STIL"
"STIL",326,"200","127","26","STIL"
"STIL",327,"*","*","*","STIL"
"STIL",328,"200","182","150","STIL"
"STIL",330,"172","154.5","372","STIL"
"STIL",332,"200","134","186","STIL"
"STIL",333,"229","113","17","STIL"
"STIL",334,"200","167","197","STIL"
"STIL",335,"200","150","123","STIL"
"STIL",336,"214","188","126","STIL"
"STIL",337,"194.5","140.5","197.5","STIL"
"STIL",338,"187","198","125","STIL"
"STIL",339,"200","154","113","STIL"
"STIL",340,"200","165","248","STIL"
"STIL",341,"172","144","96","STIL"
"STIL",342,"175","154","166","STIL"
"STIL",343,"175","148","172","STIL"
"STIL",344,"*","*","*","STIL"
"STIL",345,"155","142","121","STIL"
"STIL",346,"200","149","82","STIL"
"STIL",347,"187","128","37","STIL"
"STIL",349,"*","*","*","STIL"
"STIL",350,"207","169","122.5","STIL"
"STIL",352,"200","159","149","STIL"
"STIL",353,"187","178","179","STIL"
"STIL",354,"200","163","171","STIL"
"STIL",355,"*","*","*","STIL"
"STIL",356,"172","141","263","STIL"
"STIL",358,"200","141","148","STIL"
"STIL",359,"200","155","94","STIL"
"STIL",360,"175","155","217","STIL"
"STIL",361,"187","158","127","STIL"
"STIL",362,"*","*","*","STIL"
"STIL",363,"187","99","5","STIL"
"STIL",364,"200","185","198","STIL"
"STIL",365,"172","158","164","STIL"
"STIL",366,"200","175","150","STIL"
"STIL",367,"200","164","197","STIL"
"STIL",368,"172","133","69","STIL"
"STIL",369,"189","181","178","STIL"
"STIL",370,"*","*","*","STIL"
"STIL",371,"*","*","*","STIL"
"STIL",372,"200","146","165","STIL"
"STIL",373,"200","184.5","184","STIL"
"STIL",374,"200","143","84.5","STIL"
"STIL",375,"*","*","*","STIL"
"STIL",376,"*","*","*","STIL"
"STIL",377,"*","*","*","STIL"
"STIL",378,"214","203","137","STIL"
"STIL",379,"214","190","116","STIL"
"STIL",380,"207","157.5","101.5","STIL"
"STIL",381,"214","140","142","STIL"
"STIL",382,"200","168","122","STIL"
"STIL",383,"200","184","107","STIL"
"STIL",384,"172","144","93","STIL"
"STIL",386,"182","198","98","STIL"
"STIL",388,"172","178","189","STIL"
"STIL",389,"200","161","161","STIL"
"STIL",390,"200","198","137","STIL"
"STIL",391,"*","*","*","STIL"
"STIL",392,"175","165","130","STIL"
"STIL",393,"187","168","108","STIL"
"STIL",394,"172","115","129","STIL"
"STIL",395,"180.5","158","125","STIL"
"STIL",396,"200","162","98","STIL"
"STIL",397,"200","135","173","STIL"
"STIL",398,"200","161","139","STIL"
"STIL",399,"172","158","190","STIL"
"STIL",400,"200","178","172","STIL"
"STIL",402,"214","141","117","STIL"
"STIL",403,"200","134","265","STIL"
"STIL",404,"172","131","169","STIL"
"TMPL",1,"132","120","127","TMPL"
"TMPL",2,"*","*","*","TMPL"
"TMPL",3,"153","165","249","TMPL"
"TMPL",4,"158","155","125","TMPL"
"TMPL",5,"168","130","85","TMPL"
"TMPL",7,"133","130","231","TMPL"
"TMPL",8,"155","115","98","TMPL"
"TMPL",9,"*","*","*","TMPL"
"TMPL",10,"176","135","148","TMPL"
"TMPL",11,"153","140","61","TMPL"
