"SITE","LINE","FL50","TC","BIO","SITE2"
"OVTN",143,"168","152","0.774579605","OVTN"
"OVTN",144,"*","*","*","OVTN"
"OVTN",145,"175","121","0.285604673","OVTN"
"OVTN",146,"156","66","0.232438762","OVTN"
"OVTN",147,"151","204","0.688466612","OVTN"
"OVTN",148,"*","*","*","OVTN"
"OVTN",150,"144","121","0.229845422","OVTN"
"OVTN",151,"158","128","0.427177173","OVTN"
"OVTN",152,"150","133","0.360026464","OVTN"
"OVTN",153,"158","152","0.932044226","OVTN"
"OVTN",154,"157","194","0.706715433","OVTN"
"OVTN",155,"171","153","0.766871668","OVTN"
"OVTN",156,"146","151","0.266543095","OVTN"
"OVTN",157,"167","99","0.399650918","OVTN"
"OVTN",158,"164","241","0.597348822","OVTN"
"OVTN",159,"202","168","1.250156178","OVTN"
"OVTN",160,"145","74","*","OVTN"
"OVTN",161,"169","128","0.594281326","OVTN"
"OVTN",163,"145","26","*","OVTN"
"OVTN",164,"*","*","*","OVTN"
"OVTN",165,"179","56","*","OVTN"
"OVTN",166,"177","226","1.581603061","OVTN"
"OVTN",167,"*","*","*","OVTN"
"OVTN",168,"*","*","*","OVTN"
"OVTN",169,"156","138","0.575710892","OVTN"
"OVTN",170,"144","171","0.770617903","OVTN"
"OVTN",171,"142","68","*","OVTN"
"OVTN",172,"*","*","*","OVTN"
"OVTN",173,"141","94","0.196389422","OVTN"
"OVTN",174,"149","94","0.163236183","OVTN"
"OVTN",175,"193.5","142.5","0.9051638895","OVTN"
"OVTN",176,"153","141","0.471704835","OVTN"
"OVTN",177,"158","152","0.496218639","OVTN"
"OVTN",178,"151","131","0.62911144","OVTN"
"OVTN",179,"157","128","0.322929375","OVTN"
"OVTN",180,"190","84","0.407472902","OVTN"
"OVTN",181,"158","68","*","OVTN"
"OVTN",182,"156","127","0.490434317","OVTN"
"OVTN",184,"157","191","0.736153846","OVTN"
"OVTN",185,"144","124","0.289712605","OVTN"
"OVTN",186,"193","211","1.057524236","OVTN"
"OVTN",187,"178","208","0.786469972","OVTN"
"OVTN",188,"204","171","0.905125318","OVTN"
"OVTN",189,"165","112","0.64874173","OVTN"
"OVTN",190,"172","83","0.198146294","OVTN"
"OVTN",191,"157","242","0.952073301","OVTN"
"OVTN",192,"167","126","0.361327698","OVTN"
"OVTN",193,"191.5","58.5","0.284626189","OVTN"
"OVTN",194,"194","169","1.121826795","OVTN"
"OVTN",195,"157","53","*","OVTN"
"OVTN",196,"211","124","0.689237019","OVTN"
"OVTN",197,"179","199","0.98312317","OVTN"
"OVTN",198,"150","136","0.229030815","OVTN"
"OVTN",199,"186","149","0.383049268","OVTN"
"OVTN",200,"177","156","0.630841499","OVTN"
"OVTN",201,"171","78","0.190630233","OVTN"
"OVTN",202,"142","80","*","OVTN"
"OVTN",203,"158","176","0.568269335","OVTN"
"OVTN",204,"*","*","*","OVTN"
"OVTN",205,"152","55","*","OVTN"
"OVTN",206,"*","*","*","OVTN"
"OVTN",207,"156","164","0.43754386","OVTN"
"OVTN",208,"*","*","*","OVTN"
"OVTN",209,"*","*","*","OVTN"
"OVTN",210,"204","89","0.392009016","OVTN"
"OVTN",211,"*","*","*","OVTN"
"OVTN",212,"151","82","0.252116916","OVTN"
"OVTN",213,"172","121","0.243898872","OVTN"
"OVTN",214,"203","61","0.297405779","OVTN"
"OVTN",215,"162","252","0.745106931","OVTN"
"OVTN",216,"156","121","0.272611428","OVTN"
"OVTN",217,"149","208","0.745791738","OVTN"
"OVTN",218,"188","159","0.805464617","OVTN"
"OVTN",219,"199","106","0.529250118","OVTN"
"OVTN",220,"151","123","0.303713899","OVTN"
"OVTN",221,"183","96","0.251047068","OVTN"
"OVTN",222,"200","33","*","OVTN"
"OVTN",223,"188","184","0.786115416","OVTN"
"OVTN",224,"201","107","0.432120322","OVTN"
"OVTN",225,"143","119","0.506119066","OVTN"
"OVTN",226,"149","134","0.387464449","OVTN"
"OVTN",227,"169","147","0.43502127","OVTN"
"OVTN",228,"141","143","0.367298568","OVTN"
"OVTN",229,"158","71","0.222353019","OVTN"
"OVTN",230,"142","191","0.480913242","OVTN"
"OVTN",231,"151","220","0.501385511","OVTN"
"OVTN",232,"*","*","*","OVTN"
"OVTN",233,"158","171","0.799678085","OVTN"
"OVTN",234,"171","149","0.605624401","OVTN"
"OVTN",235,"*","*","*","OVTN"
"OVTN",236,"*","*","*","OVTN"
"OVTN",237,"151","92","0.16699564","OVTN"
"OVTN",238,"182.5","195.5","0.9041588365","OVTN"
"OVTN",239,"175","141","0.894817674","OVTN"
"OVTN",240,"156","103","0.254033657","OVTN"
"OVTN",241,"202","65","0.161384389","OVTN"
"OVTN",242,"168","64","*","OVTN"
"OVTN",243,"151","173","0.565305244","OVTN"
"OVTN",244,"182.5","124.5","0.937154984","OVTN"
"OVTN",245,"185","79","0.259635582","OVTN"
"OVTN",246,"*","*","*","OVTN"
"OVTN",247,"197","184","0.633593144","OVTN"
"OVTN",248,"197","134","0.849586944","OVTN"
"OVTN",249,"181","174","1.038306832","OVTN"
"OVTN",250,"198","212","1.022946625","OVTN"
"OVTN",251,"201","193","0.739583376","OVTN"
"OVTN",252,"150","152","0.594330486","OVTN"
"OVTN",253,"150","159","0.640595595","OVTN"
"OVTN",254,"141","81","0.170273305","OVTN"
"OVTN",255,"141","118","0.200989249","OVTN"
"OVTN",256,"*","*","*","OVTN"
"OVTN",257,"149","159","0.566363198","OVTN"
"OVTN",258,"144","468","1.282181114","OVTN"
"OVTN",259,"161","230","0.735704989","OVTN"
"OVTN",260,"162","149","0.530006267","OVTN"
"OVTN",261,"164","121","0.420550109","OVTN"
"OVTN",262,"172","93","0.410338164","OVTN"
"OVTN",263,"161","136","0.509661352","OVTN"
"OVTN",264,"171","136","0.630899853","OVTN"
"OVTN",265,"150","293","0.983792891","OVTN"
"OVTN",266,"160","223","0.813864356","OVTN"
"OVTN",267,"174","99","0.315665655","OVTN"
"OVTN",268,"166","48","*","OVTN"
"OVTN",269,"152.5","207.5","0.4368059365","OVTN"
"OVTN",270,"164","162","0.96680159","OVTN"
"OVTN",271,"159","236","1.047803618","OVTN"
"OVTN",272,"153.5","202.5","0.544842803","OVTN"
"OVTN",273,"*","*","*","OVTN"
"OVTN",274,"151","94","0.315879263","OVTN"
"OVTN",275,"*","*","*","OVTN"
"OVTN",276,"*","*","*","OVTN"
"OVTN",277,"192","218","1.111955014","OVTN"
"OVTN",278,"194","272","1.423413789","OVTN"
"OVTN",279,"185","43","*","OVTN"
"OVTN",280,"186","137","0.549568014","OVTN"
"OVTN",281,"150","153","0.355929763","OVTN"
"OVTN",282,"171","115","0.349247988","OVTN"
"OVTN",283,"141","117","0.264891447","OVTN"
"OVTN",284,"161","188","0.657717479","OVTN"
"OVTN",285,"170.5","248","1.1934448775","OVTN"
"OVTN",286,"144","142","0.425563474","OVTN"
"OVTN",287,"*","*","*","OVTN"
"OVTN",288,"174","156","0.847017205","OVTN"
"OVTN",289,"170","104","0.428126713","OVTN"
"OVTN",290,"180","81","0.170100305","OVTN"
"OVTN",291,"141","172","0.642617508","OVTN"
"OVTN",292,"166","112","0.315259395","OVTN"
"OVTN",293,"147","192.5","0.3787459755","OVTN"
"OVTN",294,"149","207","0.693348942","OVTN"
"OVTN",296,"197","133","0.408631209","OVTN"
"OVTN",297,"159","178","0.678650753","OVTN"
"OVTN",298,"183","101","0.235298342","OVTN"
"OVTN",299,"202.5","100.5","0.339087996","OVTN"
"OVTN",300,"174","114","0.538039302","OVTN"
"OVTN",301,"145","158","0.533680803","OVTN"
"OVTN",302,"138","158","0.409381652","OVTN"
"OVTN",303,"155","260","1.581806775","OVTN"
"OVTN",304,"166","107","0.396467519","OVTN"
"OVTN",305,"157","168","0.344414261","OVTN"
"OVTN",306,"149","89","0.190939312","OVTN"
"OVTN",307,"162","122","0.469784186","OVTN"
"OVTN",308,"160","228","0.924848912","OVTN"
"OVTN",310,"171","93","0.195729408","OVTN"
"OVTN",311,"151","63","0.153011113","OVTN"
"OVTN",312,"197","60","0.250446713","OVTN"
"OVTN",313,"144","118.5","0.323097856","OVTN"
"OVTN",314,"150","177","0.479647018","OVTN"
"OVTN",315,"151","185","0.454948762","OVTN"
"OVTN",316,"*","*","*","OVTN"
"OVTN",317,"157","134","0.341249835","OVTN"
"OVTN",318,"144","224","0.704354103","OVTN"
"OVTN",319,"155","174","0.702802317","OVTN"
"OVTN",320,"161","95","0.476982223","OVTN"
"OVTN",322,"156","164","0.869983931","OVTN"
"OVTN",323,"195","102.5","0.39229457","OVTN"
"OVTN",324,"160","119","0.343975405","OVTN"
"OVTN",325,"152","247","0.926906676","OVTN"
"OVTN",326,"159","168","0.772621216","OVTN"
"OVTN",327,"188.5","87.5","0.198474039","OVTN"
"OVTN",328,"157","185","0.983116663","OVTN"
"OVTN",330,"139.5","153.5","0.2865127505","OVTN"
"OVTN",332,"188","72","0.23816548","OVTN"
"OVTN",333,"201","51","0.320301917","OVTN"
"OVTN",334,"175","202","1.072679339","OVTN"
"OVTN",335,"*","*","*","OVTN"
"OVTN",336,"202","56","*","OVTN"
"OVTN",337,"175","100","0.1747065905","OVTN"
"OVTN",338,"*","*","*","OVTN"
"OVTN",339,"145","105.5","0.276361588","OVTN"
"OVTN",340,"171","316","0.993968617","OVTN"
"OVTN",341,"146","71","0.144483978","OVTN"
"OVTN",342,"146","96","0.361364974","OVTN"
"OVTN",343,"144","116","0.292760144","OVTN"
"OVTN",344,"*","*","*","OVTN"
"OVTN",345,"136","106","0.161061391","OVTN"
"OVTN",346,"169","132","0.446184631","OVTN"
"OVTN",347,"167","25","*","OVTN"
"OVTN",349,"191","115","0.338590356","OVTN"
"OVTN",350,"174","148","0.814990845","OVTN"
"OVTN",352,"*","*","*","OVTN"
"OVTN",353,"159","247","0.868992381","OVTN"
"OVTN",354,"164","149","0.16214977","OVTN"
"OVTN",355,"158","232","1.055693626","OVTN"
"OVTN",356,"152","143","0.312708601","OVTN"
"OVTN",358,"159.5","268","1.1874182185","OVTN"
"OVTN",359,"158","152","0.495125511","OVTN"
"OVTN",360,"158","139.5","0.3933747695","OVTN"
"OVTN",361,"181","81","0.370334874","OVTN"
"OVTN",362,"181","208","1.454446919","OVTN"
"OVTN",363,"150","55","0.173512924","OVTN"
"OVTN",364,"172","267","1.559323988","OVTN"
"OVTN",365,"136","247","0.68018682","OVTN"
"OVTN",366,"157","174","0.504175542","OVTN"
"OVTN",367,"157","324","1.744172631","OVTN"
"OVTN",368,"150","57","*","OVTN"
"OVTN",369,"171","155","1.119707057","OVTN"
"OVTN",370,"196","146","0.405882737","OVTN"
"OVTN",371,"173","182","0.696633016","OVTN"
"OVTN",372,"158.5","181","0.558378829","OVTN"
"OVTN",373,"171","193","0.775200065","OVTN"
"OVTN",374,"171","105","0.269853645","OVTN"
"OVTN",375,"169","76","0.248831886","OVTN"
"OVTN",376,"198","79","0.185147698","OVTN"
"OVTN",377,"183.5","102.5","0.2989577475","OVTN"
"OVTN",378,"192","62","0.196660965","OVTN"
"OVTN",379,"169","114","0.567365375","OVTN"
"OVTN",380,"157","184","0.627671778","OVTN"
"OVTN",381,"154","236","0.874765101","OVTN"
"OVTN",382,"164","177","0.472532351","OVTN"
"OVTN",383,"150","98","0.429541076","OVTN"
"OVTN",384,"150","163","0.430524128","OVTN"
"OVTN",386,"185","91","0.348434313","OVTN"
"OVTN",388,"156","104","0.311047478","OVTN"
"OVTN",389,"162","192","1.055933632","OVTN"
"OVTN",390,"183.5","75.5","0.3909526345","OVTN"
"OVTN",391,"158","47","0.166401156","OVTN"
"OVTN",392,"152","132","0.483447978","OVTN"
"OVTN",393,"161","62","0.197543228","OVTN"
"OVTN",394,"*","*","*","OVTN"
"OVTN",395,"151","127","0.37421545","OVTN"
"OVTN",396,"150.5","182","0.5622786405","OVTN"
"OVTN",397,"171","185","0.819609163","OVTN"
"OVTN",398,"198","85","0.292380637","OVTN"
"OVTN",399,"*","*","*","OVTN"
"OVTN",400,"163","201","0.88503247","OVTN"
"OVTN",402,"197","128","0.68735382","OVTN"
"OVTN",403,"153.5","223.5","0.822286212","OVTN"
"OVTN",404,"150","99","0.307803222","OVTN"
"PKLE",1,"124","173","0.364540541","PKLE"
"PKLE",2,"153","159","0.54737395","PKLE"
"PKLE",3,"139","197","0.769676471","PKLE"
"PKLE",4,"151","131","0.474827225","PKLE"
"PKLE",5,"141","56","0.274147059","PKLE"
"PKLE",7,"141","124","0.308","PKLE"
"PKLE",8,"139","142","0.455714286","PKLE"
"PKLE",9,"131","155","0.303054726","PKLE"
"PKLE",10,"139","64","0.0966","PKLE"
"PKLE",11,"139","116","0.514782609","PKLE"
"PKLE",12,"141","90","0.275978495","PKLE"
"PKLE",13,"168","96","0.429755725","PKLE"
"PKLE",14,"139","140","0.350307692","PKLE"
"PKLE",15,"193","158","1.001014184","PKLE"
"PKLE",16,"141","61","0.261726027","PKLE"
"PKLE",17,"159","163","1.184904762","PKLE"
"PKLE",18,"151","175","0.488834356","PKLE"
"PKLE",19,"139","136","0.520880829","PKLE"
"PKLE",20,"172","154","0.856578947","PKLE"
"PKLE",21,"*","*","*","PKLE"
"PKLE",22,"139","152","0.304652778","PKLE"
"PKLE",23,"153","124","0.895016447","PKLE"
"PKLE",24,"*","*","*","PKLE"
"PKLE",25,"153","69","0.248845361","PKLE"
"PKLE",26,"139","154","0.417807018","PKLE"
"PKLE",27,"*","*","*","PKLE"
"PKLE",28,"149","193","0.585267176","PKLE"
"PKLE",29,"131","116","0.321769231","PKLE"
"PKLE",30,"141","103","0.265584746","PKLE"
"PKLE",31,"141","212","0.363483051","PKLE"
"PKLE",32,"149","220","0.814821429","PKLE"
"PKLE",33,"141","210","0.619846154","PKLE"
"PKLE",34,"139","188","0.516757143","PKLE"
"PKLE",35,"139","74","0.193333333","PKLE"
"PKLE",36,"145","50","0.1334","PKLE"
"PKLE",37,"153","200","0.66140625","PKLE"
"PKLE",38,"141","194","0.609438202","PKLE"
"PKLE",39,"153","30","0.0254","PKLE"
"PKLE",40,"176","112","0.550942982","PKLE"
"PKLE",41,"124","210","0.46759322","PKLE"
"PKLE",42,"141","129","0.16619883","PKLE"
"PKLE",43,"149","153","0.751445545","PKLE"
"PKLE",44,"162","244","0.798155738","PKLE"
"PKLE",45,"*","*","*","PKLE"
"PKLE",46,"139","172","0.57579562","PKLE"
"PKLE",47,"*","*","*","PKLE"
"PKLE",48,"145","109","0.347981707","PKLE"
"PKLE",49,"*","*","*","PKLE"
"PKLE",50,"*","*","*","PKLE"
"PKLE",52,"119","93","0.168888889","PKLE"
"PKLE",53,"151","116","0.463571429","PKLE"
"PKLE",54,"151","157","0.875466667","PKLE"
"PKLE",55,"131","92","0.432777778","PKLE"
"PKLE",56,"141","73","0.337964126","PKLE"
"PKLE",57,"*","*","*","PKLE"
"PKLE",58,"141","110","0.299897436","PKLE"
"PKLE",59,"*","*","*","PKLE"
"PKLE",60,"*","*","*","PKLE"
"PKLE",61,"151","86","0.522418605","PKLE"
"PKLE",62,"145","88","0.474576687","PKLE"
"PKLE",63,"131","82","0.1248","PKLE"
"PKLE",64,"*","*","*","PKLE"
"PKLE",65,"149","184","0.607961783","PKLE"
"PKLE",66,"149","110","0.998248062","PKLE"
"PKLE",67,"151","110","0.314364865","PKLE"
"PKLE",68,"141","88","0.28484127","PKLE"
"PKLE",69,"149","86","0.379617886","PKLE"
"PKLE",70,"141","119","0.373359375","PKLE"
"PKLE",71,"*","*","*","PKLE"
"PKLE",72,"124","195","0.638377778","PKLE"
"PKLE",73,"145","182","0.545333333","PKLE"
"PKLE",74,"149","238","1.647520737","PKLE"
"PKLE",75,"*","*","*","PKLE"
"PKLE",76,"139","82","0.266571429","PKLE"
"PKLE",77,"141","112","0.283333333","PKLE"
"PKLE",78,"141","35","0.1119","PKLE"
"PKLE",79,"141","88","0.292261905","PKLE"
"PKLE",80,"151","81","0.238371041","PKLE"
"PKLE",81,"128","30","0.0218","PKLE"
"PKLE",83,"149","99","0.327014184","PKLE"
"PKLE",84,"131","37","0.0334","PKLE"
"PKLE",85,"131","161","0.41004065","PKLE"
"PKLE",86,"151","115","0.339409091","PKLE"
"PKLE",87,"149","55","0.182142857","PKLE"
"PKLE",88,"*","*","*","PKLE"
"PKLE",89,"151","79","0.244363636","PKLE"
"PKLE",90,"151","120","0.264273504","PKLE"
"PKLE",91,"198","44","0.334647436","PKLE"
"PKLE",93,"151","170","0.807810219","PKLE"
"PKLE",94,"*","*","*","PKLE"
"PKLE",95,"135","252","0.505597222","PKLE"
"PKLE",96,"*","*","*","PKLE"
"PKLE",97,"151","67","0.154594595","PKLE"
"PKLE",98,"*","*","*","PKLE"
"PKLE",99,"139","45","0.0593","PKLE"
"PKLE",100,"151","56","0.1208","PKLE"
"PKLE",101,"162","33","0.0372","PKLE"
"PKLE",102,"*","*","*","PKLE"
"PKLE",103,"*","*","*","PKLE"
"PKLE",104,"141","89","0.288150376","PKLE"
"PKLE",105,"193","119","0.701563636","PKLE"
"PKLE",106,"153","207","0.832173913","PKLE"
"PKLE",107,"151","42","0.107213675","PKLE"
"PKLE",108,"*","*","*","PKLE"
"PKLE",110,"124","158","0.600483871","PKLE"
"PKLE",111,"131","142","0.472564103","PKLE"
"PKLE",112,"174","98","0.693454054","PKLE"
"PKLE",113,"141","203","0.969755396","PKLE"
"PKLE",114,"168","64","0.23295082","PKLE"
"PKLE",115,"139","109","0.276140625","PKLE"
"PKLE",116,"*","*","*","PKLE"
"PKLE",117,"141","122","0.396933333","PKLE"
"PKLE",118,"135","92","0.358686131","PKLE"
"PKLE",119,"141","137","0.90896","PKLE"
"PKLE",120,"*","*","*","PKLE"
"PKLE",122,"131","54","0.182186667","PKLE"
"PKLE",123,"151","301","*","PKLE"
"PKLE",125,"141","83","0.178811321","PKLE"
"PKLE",126,"131","79","0.04","PKLE"
"PKLE",127,"131","68","0.0683","PKLE"
"PKLE",128,"151","49","0.1083","PKLE"
"PKLE",130,"151","205","1.156258993","PKLE"
"PKLE",131,"141","145","0.553461538","PKLE"
"PKLE",132,"145","128","0.33369863","PKLE"
"PKLE",134,"153","53","0.1514","PKLE"
"PKLE",135,"145","109","0.46993722","PKLE"
"PKLE",136,"*","*","*","PKLE"
"PKLE",137,"162","37","0.1373","PKLE"
"PKLE",138,"131","53","0.1185","PKLE"
"PKLE",139,"141","60","0.0612","PKLE"
"PKLE",141,"*","*","*","PKLE"
"PKLE",142,"135","229","0.669719101","PKLE"
"PKLE",143,"153","115","0.768481283","PKLE"
"PKLE",144,"153","36","0.097","PKLE"
"PKLE",145,"141","57","0.148851064","PKLE"
"PKLE",146,"159","14","*","PKLE"
"PKLE",147,"*","*","*","PKLE"
"PKLE",148,"141","97","0.224280702","PKLE"
"PKLE",150,"124","185","0.377975904","PKLE"
"PKLE",151,"141","128","0.498030457","PKLE"
"PKLE",152,"*","*","*","PKLE"
"PKLE",153,"159","104","0.425947826","PKLE"
"PKLE",154,"141","205","0.763888889","PKLE"
"PKLE",155,"168","120","0.535141243","PKLE"
"PKLE",156,"145","94","0.248781955","PKLE"
"PKLE",157,"119","117","0.1063","PKLE"
"PKLE",158,"139","140","0.396444444","PKLE"
"PKLE",159,"*","*","*","PKLE"
"PKLE",160,"*","*","*","PKLE"
"PKLE",161,"141","112","0.3872","PKLE"
"PKLE",163,"*","*","*","PKLE"
"PKLE",164,"153","100","0.335107143","PKLE"
"PKLE",165,"*","*","*","PKLE"
"PKLE",166,"179","123","0.962926829","PKLE"
"PKLE",167,"153","138","0.5092","PKLE"
"PKLE",168,"151","137","0.52925974","PKLE"
"PKLE",169,"151","109","0.390137056","PKLE"
"PKLE",170,"149","57","0.1038","PKLE"
"PKLE",171,"119","203","0.524558824","PKLE"
"PKLE",172,"149","94","0.397753425","PKLE"
"PKLE",173,"131","65","0.183523316","PKLE"
"PKLE",174,"151","121","0.25885","PKLE"
"PKLE",175,"159","58","0.249413174","PKLE"
"PKLE",176,"141","114","0.409865031","PKLE"
"PKLE",177,"149","95","0.306676056","PKLE"
"PKLE",178,"131","97","0.543176471","PKLE"
"PKLE",179,"*","*","*","PKLE"
"PKLE",180,"*","*","*","PKLE"
"PKLE",181,"*","*","*","PKLE"
"PKLE",182,"139","115","0.491381579","PKLE"
"PKLE",184,"172","126","0.341084746","PKLE"
"PKLE",185,"124","148","0.258871287","PKLE"
"PKLE",186,"*","*","*","PKLE"
"PKLE",187,"149","213","0.968820896","PKLE"
"PKLE",188,"151","146","0.750338384","PKLE"
"PKLE",189,"139","87","0.359343284","PKLE"
"PKLE",190,"*","*","*","PKLE"
"PKLE",191,"131","203","0.601577465","PKLE"
"PKLE",192,"*","*","*","PKLE"
"PKLE",193,"153","60","0.274434783","PKLE"
"PKLE",194,"151","194","1.324568627","PKLE"
"PKLE",195,"139","133","0.347979798","PKLE"
"PKLE",196,"*","*","*","PKLE"
"PKLE",197,"168","112","0.550156028","PKLE"
"PKLE",198,"151","190","0.938450867","PKLE"
"PKLE",199,"151","182","0.609466019","PKLE"
"PKLE",200,"139","170","0.719404255","PKLE"
"PKLE",201,"139","165","0.45708046","PKLE"
"PKLE",202,"*","*","*","PKLE"
"PKLE",203,"131","172","0.551875","PKLE"
"PKLE",204,"210","33","0.0416","PKLE"
"PKLE",205,"141","106","0.316038462","PKLE"
"PKLE",206,"*","*","*","PKLE"
"PKLE",207,"145","122","0.39715847","PKLE"
"PKLE",208,"124","150","0.316423077","PKLE"
"PKLE",209,"162","65","0.163142857","PKLE"
"PKLE",210,"174","113","0.473860927","PKLE"
"PKLE",211,"145","92","0.30648227","PKLE"
"PKLE",212,"*","*","*","PKLE"
"PKLE",213,"149","89","0.238670213","PKLE"
"PKLE",214,"162","89","0.406725","PKLE"
"PKLE",215,"149","182","*","PKLE"
"PKLE",216,"141","105","0.301370968","PKLE"
"PKLE",217,"153","136","0.443897436","PKLE"
"PKLE",218,"149","171","0.588865248","PKLE"
"PKLE",219,"*","*","*","PKLE"
"PKLE",220,"135","147","0.42135","PKLE"
"PKLE",221,"135","288","0.581","PKLE"
"PKLE",222,"149","63","0.466162162","PKLE"
"PKLE",223,"151","288","1.196226804","PKLE"
"PKLE",224,"162","118","0.496670886","PKLE"
"PKLE",225,"151","201","0.580962264","PKLE"
"PKLE",226,"153","61","0.1511","PKLE"
"PKLE",227,"162","120","0.440668712","PKLE"
"PKLE",228,"131","286","0.821734266","PKLE"
"PKLE",229,"141","73","0.277242718","PKLE"
"PKLE",230,"139","114","0.247890411","PKLE"
"PKLE",231,"139","193","0.376936364","PKLE"
"PKLE",232,"141","159","0.500552846","PKLE"
"PKLE",233,"*","*","*","PKLE"
"PKLE",234,"151","215","0.939421965","PKLE"
"PKLE",235,"141","103","0.316724638","PKLE"
"PKLE",236,"131","130","0.45454902","PKLE"
"PKLE",237,"149","63","0.1356","PKLE"
"PKLE",238,"*","*","*","PKLE"
"PKLE",239,"151","145","0.895465517","PKLE"
"PKLE",240,"*","*","*","PKLE"
"PKLE",241,"*","*","*","PKLE"
"PKLE",242,"153","66","0.0652","PKLE"
"PKLE",243,"139","239","0.900061224","PKLE"
"PKLE",244,"151","120","0.609321429","PKLE"
"PKLE",245,"149","174","0.601082474","PKLE"
"PKLE",246,"141","77","0.344117647","PKLE"
"PKLE",247,"151","216","1.524869565","PKLE"
"PKLE",248,"166","73","0.282919708","PKLE"
"PKLE",249,"145","220","1.296470588","PKLE"
"PKLE",250,"198","121","0.736743802","PKLE"
"PKLE",251,"*","*","*","PKLE"
"PKLE",252,"141","134","0.512014706","PKLE"
"PKLE",253,"*","*","*","PKLE"
"PKLE",254,"128","147","0.502941176","PKLE"
"PKLE",255,"135","119","0.178550725","PKLE"
"PKLE",256,"162","174","0.732292683","PKLE"
"PKLE",257,"139","217","0.873757282","PKLE"
"PKLE",258,"*","*","*","PKLE"
"PKLE",259,"149","159","0.611428571","PKLE"
"PKLE",260,"153","189","0.676576577","PKLE"
"PKLE",261,"168","85","0.168","PKLE"
"PKLE",262,"*","*","*","PKLE"
"PKLE",263,"151","98","0.230223529","PKLE"
"PKLE",264,"187","62","0.22562069","PKLE"
"PKLE",265,"139","229","0.741684211","PKLE"
"PKLE",266,"*","*","*","PKLE"
"PKLE",267,"151","88","0.329538462","PKLE"
"PKLE",268,"*","*","*","PKLE"
"PKLE",269,"*","*","*","PKLE"
"PKLE",270,"139","110","0.554494382","PKLE"
"PKLE",271,"*","*","*","PKLE"
"PKLE",272,"151","193","0.641679348","PKLE"
"PKLE",273,"153","89","0.238290698","PKLE"
"PKLE",274,"141","80","0.163942308","PKLE"
"PKLE",275,"141","173","0.489723577","PKLE"
"PKLE",276,"*","*","*","PKLE"
"PKLE",277,"151","155","0.580402878","PKLE"
"PKLE",278,"*","*","*","PKLE"
"PKLE",279,"141","66","0.293473684","PKLE"
"PKLE",280,"*","*","*","PKLE"
"PKLE",281,"139","198","0.615069767","PKLE"
"PKLE",282,"*","*","*","PKLE"
"PKLE",283,"*","*","*","PKLE"
"PKLE",284,"139","159","0.544423729","PKLE"
"PKLE",285,"*","*","*","PKLE"
"PKLE",286,"151","81","0.361590909","PKLE"
"PKLE",287,"151","269","0.873494505","PKLE"
"PKLE",288,"*","*","*","PKLE"
"PKLE",289,"151","42","0.20780198","PKLE"
"PKLE",290,"*","*","*","PKLE"
"PKLE",291,"*","*","*","PKLE"
"PKLE",292,"153","207","0.503448276","PKLE"
"PKLE",293,"131","329","0.556666667","PKLE"
"PKLE",294,"145","125","0.411823009","PKLE"
"PKLE",296,"151","130","0.613281553","PKLE"
"PKLE",297,"147","156","0.675","PKLE"
"PKLE",298,"*","*","*","PKLE"
"PKLE",299,"149","178","0.667247312","PKLE"
"PKLE",300,"170","71","0.349130435","PKLE"
"PKLE",301,"141","154","0.586142857","PKLE"
"PKLE",302,"119","140","0.148","PKLE"
"PKLE",303,"139","135","0.760655172","PKLE"
"PKLE",304,"149","207","0.823205298","PKLE"
"PKLE",305,"139","187","0.520457143","PKLE"
"PKLE",306,"139","106","0.376109589","PKLE"
"PKLE",307,"141","148","0.452774194","PKLE"
"PKLE",308,"139","319","1.176867257","PKLE"
"PKLE",310,"149","92","0.271327103","PKLE"
"PKLE",311,"151","39","0.0919","PKLE"
"PKLE",312,"198","56","0.18","PKLE"
"PKLE",313,"131","193","0.826","PKLE"
"PKLE",314,"131","130","0.437560976","PKLE"
"PKLE",315,"153","119","0.396508197","PKLE"
"PKLE",316,"*","*","*","PKLE"
"PKLE",317,"135","119","0.245975904","PKLE"
"PKLE",318,"141","146","0.556345455","PKLE"
"PKLE",319,"*","*","*","PKLE"
"PKLE",320,"151","156","0.546305556","PKLE"
"PKLE",322,"139","154","0.739776824","PKLE"
"PKLE",323,"139","183","0.529017857","PKLE"
"PKLE",324,"151","155","0.622840909","PKLE"
"PKLE",325,"139","270","1.133115044","PKLE"
"PKLE",326,"*","*","*","PKLE"
"PKLE",327,"*","*","*","PKLE"
"PKLE",328,"141","132","0.576104803","PKLE"
"PKLE",330,"131","323","0.821363636","PKLE"
"PKLE",332,"149","113","0.445959184","PKLE"
"PKLE",333,"162","58","0.235125","PKLE"
"PKLE",334,"149","218","0.938","PKLE"
"PKLE",335,"151","62","0.1275","PKLE"
"PKLE",336,"153","59","0.197181102","PKLE"
"PKLE",337,"128","104","0.123","PKLE"
"PKLE",338,"141","88","0.32587931","PKLE"
"PKLE",339,"139","149","0.326926829","PKLE"
"PKLE",340,"159","190","0.706178161","PKLE"
"PKLE",341,"153","81","0.212698413","PKLE"
"PKLE",342,"135","81","0.126954545","PKLE"
"PKLE",343,"139","131","0.298209524","PKLE"
"PKLE",344,"*","*","*","PKLE"
"PKLE",345,"124","65","0.0562","PKLE"
"PKLE",346,"153","121","0.276774194","PKLE"
