"SITE","LINE","FL50","TC","BIO"
"STIL",216,177.5,139.5,0.3867620975
"STIL",217,172,188,0.825915433
"STIL",218,214,254,1.131556226
"STIL",219,NA,NA,NA
"STIL",220,200,180,0.833254395
"STIL",221,200,164,0.492471314
"STIL",222,187,161,0.999911985
"STIL",223,210,324,1.155863825
"STIL",224,214,116,0.690181464
"STIL",225,172,173,0.548170757
"STIL",226,200,107,1.155727562
"STIL",227,200,135,0.443134791
"STIL",228,172,160,0.497702782
"STIL",229,187,70,0.411297611
"STIL",230,175,176,0.423217536
"STIL",231,200,188,1.149694998
"STIL",232,172,185,1.063896899
"STIL",233,NA,NA,NA
"STIL",234,200,106.5,0.5707638465
"STIL",235,NA,NA,NA
"STIL",236,191,160,0.681115688
"STIL",237,175,136,0.7195968
"STIL",238,NA,NA,NA
"STIL",239,205,175,1.310688101
"STIL",240,NA,NA,NA
"STIL",241,NA,NA,NA
"STIL",242,189,140,0.408641441
"STIL",243,200,340,1.150346722
"STIL",244,200,67,0.389805625
"STIL",245,200,157,0.753123759
"STIL",246,200,96,0.254545158
"STIL",247,214,230,0.930476562
"STIL",248,214,190.5,1.629034154
"STIL",249,200,174,0.492934163
"STIL",250,200,163,1.41801499
"STIL",251,200,202,1.00992532
"STIL",252,214,176,0.736922655
"STIL",253,172,183,0.973241087
"STIL",254,172,193,0.423352533
"STIL",255,172,153,0.480562335
"STIL",256,NA,NA,NA
"STIL",257,200,112,0.364712486
"STIL",258,189,244,0.433008834
"STIL",259,200,159,0.518390857
"STIL",260,182,192.5,0.611976301
"STIL",261,187,89,0.59760746
"STIL",262,200,91,0.493911289
"STIL",263,200,136,0.534430178
"STIL",264,200,138,0.692632201
"STIL",265,200,317,0.833052173
"STIL",266,172,163,0.542935879
"STIL",267,200,88,0.427316854
"STIL",268,172,94,0.274863212
"STIL",269,NA,NA,NA
"STIL",270,200,179,1.170184132
"STIL",271,NA,NA,NA
"STIL",272,200,137,0.477137234
"STIL",273,200,163,0.442672193
"STIL",274,175,177,0.847709993
"STIL",275,200,182,0.533139851
"STIL",276,NA,NA,NA
"STIL",277,214,461,2.2229666
"STIL",278,NA,NA,NA
"STIL",279,200,67,0.474487811
"STIL",280,NA,NA,NA
"STIL",281,187,125,0.305024186
"STIL",282,NA,NA,NA
"STIL",283,189,162,0.443043349
"STIL",284,188,118,0.816945741
"STIL",285,200,194,1.733198905
"STIL",286,172,229,0.796198723
"STIL",287,200,284,0.930910351
"STIL",288,NA,NA,NA
"STIL",289,200,76,0.186773176
"STIL",290,200,170,0.581591934
"STIL",291,NA,NA,NA
"STIL",292,200,126,0.600294277
"STIL",293,172,273,0.746587914
"STIL",294,172,229,0.656417691
"STIL",296,200,111,0.5443104
"STIL",297,189,208,0.889738154
"STIL",298,200,158,0.709417888
"STIL",299,187,210,0.83460928
"STIL",300,200,69,0.42481237
"STIL",301,172,289,0.83460928
"STIL",302,168,162,0.415260282
"STIL",303,200,170,0.983029213
"STIL",304,200,183,1.1070595085
"STIL",305,178.5,242.5,0.758331768
"STIL",306,187,66,0.186296714
"STIL",307,214,167,0.575592607
"STIL",308,200,240,1.079623934
"STIL",310,214,150,0.46039588
"STIL",311,200,66,0.163702376
"STIL",312,210,78,0.399800641
"STIL",313,172,209,0.89242213
"STIL",314,172,101,0.227212139
"STIL",315,200,203,0.903588454
"STIL",316,NA,NA,NA
"STIL",317,187,163,0.735085859
"STIL",318,200,176,0.5679395415
"STIL",319,200,52,0.240872993
"STIL",320,187,86,0.390593111
"STIL",322,207,180.5,1.119670282
"STIL",323,200,160.5,0.292739258
"STIL",324,210,209,1.300297067
"STIL",325,200,217,0.802141642
"STIL",326,200,26,0.146545108
"STIL",327,NA,NA,NA
"STIL",328,200,150,0.709547486
"STIL",330,172,372,0.888081375
"STIL",332,200,186,0.537148421
"STIL",333,229,17,NA
"STIL",334,200,197,1.241662003
"STIL",335,200,123,0.556468536
"STIL",336,214,126,0.87148463
"STIL",337,194.5,197.5,0.386317681
"STIL",338,187,125,0.768682626
"STIL",339,200,113,0.594247134
"STIL",340,200,248,0.931483571
"STIL",341,172,96,0.33168915
"STIL",342,175,166,0.982250282
"STIL",343,175,172,0.521446413
"STIL",344,NA,NA,NA
"STIL",345,155,121,0.173408623
"STIL",346,200,82,0.264595333
"STIL",347,187,37,0.28973189
"STIL",349,NA,NA,NA
"STIL",350,207,122.5,0.5803338165
"STIL",352,200,149,0.5180163355
"STIL",353,187,179,0.990924062
"STIL",354,200,171,0.586859738
"STIL",355,NA,NA,NA
"STIL",356,172,263,0.846435071
"STIL",358,200,148,0.426833335
"STIL",359,200,94,0.151553092
"STIL",360,175,217,0.817952787
"STIL",361,187,127,0.347110474
"STIL",362,NA,NA,NA
"STIL",363,187,5,NA
"STIL",364,200,198,1.105900495
"STIL",365,172,164,0.64681041
"STIL",366,200,150,0.694247756
"STIL",367,200,197,1.268302631
"STIL",368,172,69,0.152240074
"STIL",369,189,178,1.342337301
"STIL",370,NA,NA,NA
"STIL",371,NA,NA,NA
"STIL",372,200,165,0.7739055025
"STIL",373,200,184,0.978319103
"STIL",374,200,84.5,0.278542809
"STIL",375,NA,NA,NA
"STIL",376,NA,NA,NA
"STIL",377,NA,NA,NA
"STIL",378,214,137,0.948540918
"STIL",379,214,116,0.604789333
"STIL",380,207,101.5,0.704391529
"STIL",381,214,142,0.945401539
"STIL",382,200,122,0.344243929
"STIL",383,200,107,0.510291
"STIL",384,172,93,0.268123271
"STIL",386,182,98,0.56699
"STIL",388,172,189,0.47173568
"STIL",389,200,161,0.784572413
"STIL",390,200,137,0.956100784
"STIL",391,NA,NA,NA
"STIL",392,175,130,0.486820251
"STIL",393,187,108,0.5613201
"STIL",394,172,129,0.199970667
"STIL",395,180.5,125,0.698047509
"STIL",396,200,98,0.505431086
"STIL",397,200,173,1.138103564
"STIL",398,200,139,0.524589009
"STIL",399,172,190,0.611387035
"STIL",400,200,172,0.71196719
"STIL",402,214,117,0.551955209
"STIL",403,200,265,0.859647558
"STIL",404,172,169,0.385813885
"TMPL",1,132,127,0.077
"TMPL",2,NA,NA,NA
"TMPL",3,153,249,0.7365
"TMPL",4,158,125,0.374191011
"TMPL",5,168,85,0.156129032
"TMPL",7,133,231,0.32756044
"TMPL",8,155,98,0.151772727
"TMPL",9,NA,NA,NA
"TMPL",10,176,148,0.279179104
"TMPL",11,153,61,0.151454545
"TMPL",12,149,140,0.21647561
"TMPL",13,163,177,0.544909091
"TMPL",14,158,114,0.228938053
"TMPL",15,168.5,118.5,0.4013932905
"TMPL",16,NA,NA,NA
"TMPL",17,NA,NA,NA
"TMPL",18,149,188,0.303381215
"TMPL",19,153,107,0.244690722
"TMPL",20,153,189,0.418690141
"TMPL",21,151,106,0.354166667
"TMPL",22,139,34,0.184151786
"TMPL",23,183,69,0.392025974
"TMPL",24,181,64,0.130711111
"TMPL",25,160,137,0.312
"TMPL",26,172,85,0.431134021
"TMPL",27,151,68,0.132972973
"TMPL",28,153,252,0.611555556
"TMPL",29,146,129,0.229225806
"TMPL",30,NA,NA,NA
"TMPL",31,152,136,0.378847342
"TMPL",32,176,237,0.847109948
"TMPL",33,146,103,0.153597561
"TMPL",34,145,63,0.161
"TMPL",35,141,139,0.229428571
"TMPL",36,153,136,0.432774194
"TMPL",37,NA,NA,NA
"TMPL",38,NA,NA,NA
"TMPL",39,153,89,0.175333333
"TMPL",40,NA,NA,NA
"TMPL",41,139,380,0.62
"TMPL",42,144,294,0.825922078
"TMPL",43,165,218,0.588323146
"TMPL",44,166,233,0.412871622
"TMPL",45,172,156,0.241534653
"TMPL",46,158,115,0.376318182
"TMPL",47,179,37,0.078
"TMPL",48,166,107,0.23544
"TMPL",49,151,71,0.0995
"TMPL",50,NA,NA,NA
"TMPL",52,133,191,0.379726027
"TMPL",53,144,153,0.400821429
"TMPL",54,151,199,0.485594595
"TMPL",55,144,204,0.562622951
"TMPL",56,153,182,0.283855263
"TMPL",57,151,228,0.39625
"TMPL",58,146,225,0.20976
"TMPL",59,NA,NA,NA
"TMPL",60,NA,NA,NA
"TMPL",61,141,35,NA
"TMPL",62,172,135,0.466818182
"TMPL",63,146,200,0.577183673
"TMPL",64,144,167,0.335547945
"TMPL",65,NA,NA,NA
"TMPL",66,166,163,0.738402985
"TMPL",67,149,167,0.368
"TMPL",68,NA,NA,NA
"TMPL",69,174,148,0.564
"TMPL",70,160,29,0.084
"TMPL",71,183,204,0.397881356
"TMPL",72,151,101,0.41
"TMPL",73,144,176,0.352094595
"TMPL",74,169,210,0.696148699
"TMPL",75,172,86,0.363962963
"TMPL",76,191.5,74.5,0.1582764705
"TMPL",77,149,252,0.5025
"TMPL",78,NA,NA,NA
"TMPL",79,160,151,0.450814815
"TMPL",80,144,215,0.448909091
"TMPL",81,142,70,0.099305556
"TMPL",83,166,238,0.60906383
"TMPL",84,151,17,NA
"TMPL",85,153,184,0.349879518
"TMPL",86,172,178,0.366128655
"TMPL",87,153,123,0.307432432
"TMPL",88,158,168,0.630378378
"TMPL",89,149,169,0.50737037
"TMPL",90,172,211,0.497734043
"TMPL",91,169,93,0.274653846
"TMPL",93,155.5,189,0.6119709515
"TMPL",94,NA,NA,NA
"TMPL",95,160,132,0.189238938
"TMPL",96,139,78,0.018
"TMPL",97,153,50,0.230569343
"TMPL",98,NA,NA,NA
"TMPL",99,NA,NA,NA
"TMPL",100,183,103,0.224918919
"TMPL",101,181,134,0.14
"TMPL",102,183,158,0.399245902
"TMPL",103,153,198,0.68373494
"TMPL",104,153,71,0.212914286
"TMPL",105,172,199,0.787145161
"TMPL",106,172,236,0.560758621
"TMPL",107,151,89,0.265674419
"TMPL",108,139,101,0.239342466
"TMPL",110,134,139,0.402616667
"TMPL",111,151,177,0.35037037
"TMPL",112,146,38,0.053
"TMPL",113,174,182,0.618519231
"TMPL",114,172,79,0.232524752
"TMPL",115,177,44,0.136
"TMPL",116,154.5,201,0.3690555095
"TMPL",117,179,156.5,0.436194805
"TMPL",118,154.5,122.5,0.3801019435
"TMPL",119,188,216,0.716784946
"TMPL",120,179,61,0.152169643
"TMPL",122,151,26,NA
"TMPL",123,183,220,0.44489441
"TMPL",125,169,97,0.176115385
"TMPL",126,151,162,0.2336
"TMPL",127,146.5,73,0.1427
"TMPL",128,163,55,0.12
"TMPL",130,153,154,0.468965517
"TMPL",131,151,454,1.217793103
"TMPL",132,172,178,0.558708661
"TMPL",134,179,95,0.242991803
"TMPL",135,151,89,0.309545455
"TMPL",136,NA,12,NA
"TMPL",137,NA,NA,NA
"TMPL",138,156.5,67,0.1918235205
"TMPL",139,149,58,NA
"TMPL",141,158,104,0.241510204
"TMPL",142,144,145,0.305460674
"TMPL",143,150,138,0.6542341105
"TMPL",144,NA,NA,NA
"TMPL",145,158,61,0.06
"TMPL",146,158,88,0.291330935
"TMPL",147,151,129,0.426865248
"TMPL",148,141,142,0.226769231
"TMPL",150,133,112,0.337071429
"TMPL",151,144,106,0.218686567
"TMPL",152,152,49,0.086
"TMPL",153,153,175,0.824189189
"TMPL",154,172,158.5,0.3596619485
"TMPL",155,172,110,0.356765957
"TMPL",156,141,155,0.232795699
"TMPL",157,172,36,0.068914286
"TMPL",158,146,297.5,0.4230292415
"TMPL",159,179,109,0.416557377
"TMPL",160,172,126,0.231970149
"TMPL",161,163,78,NA
"TMPL",163,151,127,0.242330097
"TMPL",164,NA,NA,NA
"TMPL",165,172,96,0.187831461
"TMPL",166,181,171,0.739917808
"TMPL",167,NA,NA,NA
"TMPL",168,181,192,0.442105263
"TMPL",169,160,183,0.455232558
"TMPL",170,158,87,0.234378041
"TMPL",171,133,180,0.371964072
"TMPL",172,NA,NA,NA
"TMPL",173,142.5,50.5,0.067
"TMPL",174,141,192,0.300333333
"TMPL",175,183,186,0.83772093
"TMPL",176,146,285,0.629098039
"TMPL",177,150,145,0.3727883335
"TMPL",178,151,120,0.346924528
"TMPL",179,174,98.5,0.2073597265
"TMPL",180,151,79,0.384963636
"TMPL",181,NA,NA,NA
"TMPL",182,153,82,0.217777778
"TMPL",184,160,319,0.885985507
"TMPL",185,136,76,0.1157608695
"TMPL",186,172,239,0.554809783
"TMPL",187,181,265,0.737450704
"TMPL",188,162.5,84.5,0.303510204
"TMPL",189,139,131,0.288385321
"TMPL",190,172,253,0.229325301
"TMPL",191,160,195,0.492798658
"TMPL",192,161.5,236,0.5926877235
"TMPL",193,183,105,0.356552795
"TMPL",194,188,174,0.726776471
"TMPL",195,151,109,0.173358025
"TMPL",196,181,81,0.318174274
"TMPL",197,176,83,0.448060345
"TMPL",198,151,156,0.443120567
"TMPL",199,181,232,0.586676923
"TMPL",200,153,157,0.6042
"TMPL",201,176,132,0.402987013
"TMPL",202,153,236,0.243492754
"TMPL",203,144,247,0.435615108
"TMPL",204,133,161,0.105
"TMPL",205,160,90,0.1355482665
"TMPL",206,NA,NA,NA
"TMPL",207,158,63,0.213119403
"TMPL",208,151,47,0.037
"TMPL",209,149,97,0.326428571
"TMPL",210,193,147,0.400317757
"TMPL",211,174,43,0.032
"TMPL",212,151,193,0.446789474
"TMPL",213,174.5,140.5,0.2519971895
"TMPL",214,199,42,0.064
"TMPL",215,152,228.5,0.275848515
"TMPL",216,146,90,0.107294118
"TMPL",217,149,110,0.345
"TMPL",218,160,115,0.483823529
"TMPL",219,179,115,0.467138889
"TMPL",220,155.5,169.5,0.471626272
"TMPL",221,158,179,0.391076923
"TMPL",222,172,163,0.303490909
"TMPL",223,165,298,0.62717757
"TMPL",224,176.5,204.5,0.7098241855
"TMPL",225,137,150,0.307858108
"TMPL",226,153,90,0.199037736
"TMPL",227,181,96,0.179138462
"TMPL",228,149.5,199.5,0.341127193
"TMPL",229,153,59,0.223272727
"TMPL",230,153,137,0.263387097
"TMPL",231,NA,NA,NA
"TMPL",232,172,157,0.472186047
"TMPL",233,172,68,0.142142857
"TMPL",234,160,180,0.550523077
"TMPL",235,146,174,0.296958621
"TMPL",236,NA,NA,NA
"TMPL",237,149,71,0.13175
"TMPL",238,183,157,0.744748858
"TMPL",239,177,73,0.261388889
"TMPL",240,153,179,0.400516129
"TMPL",241,172,73,0.181697248
"TMPL",242,160,112,0.218571429
"TMPL",243,142.5,138.5,0.277209394
"TMPL",244,172,202,0.710150685
"TMPL",245,177,172,0.440617886
"TMPL",246,172,152,0.406736842
"TMPL",247,181,205,0.682905405
"TMPL",248,176,213,0.750201342
"TMPL",249,181,217,0.886779661
"TMPL",250,172,98,0.44309816
"TMPL",251,190,108,0.347601504
"TMPL",252,149,144.5,0.3354
"TMPL",253,163,292,0.830444444
"TMPL",254,141,148,0.29625
"TMPL",255,151,162,0.263514563
"TMPL",256,NA,NA,NA
"TMPL",257,149,93,0.261591837
"TMPL",258,141,244,0.4704
"TMPL",259,153,99,0.22831875
"TMPL",260,172,173,0.75011215
"TMPL",261,174,108,0.227264516
"TMPL",262,179,141,0.388571429
"TMPL",263,172,115,0.30395122
"TMPL",264,181,103,0.253922078
"TMPL",265,149,242,0.563531915
"TMPL",266,153,89,0.27675
"TMPL",267,183,99,0.29204
"TMPL",268,163,71,0.540116505
"TMPL",269,153,103,0.07935
"TMPL",270,170.5,137.5,0.5130006935
"TMPL",271,151,252,0.555446809
"TMPL",272,150,151,0.310666667
"TMPL",273,NA,NA,NA
"TMPL",274,151,142,0.301263158
"TMPL",275,160,92,0.194275862
"TMPL",276,NA,NA,NA
"TMPL",277,177,491,1.450238806
"TMPL",278,150,210,0.666585859
"TMPL",279,181,47,0.105818182
"TMPL",280,160,103,0.281153846
"TMPL",281,155,159,0.2438
"TMPL",282,166,166,0.4485
"TMPL",283,141.5,117.5,0.191839844
"TMPL",284,172,258,0.707676768
"TMPL",285,172,245,0.919525692
"TMPL",286,151,84,0.284252336
"TMPL",287,NA,NA,NA
"TMPL",288,169,117,0.452282828
"TMPL",289,165,110,0.392880952
"TMPL",290,176,73,0.132
"TMPL",291,133,187,0.430122581
"TMPL",292,152,117.5,0.2925267855
"TMPL",293,146,270,0.37525
"TMPL",294,160,96,0.185061404
"TMPL",296,179,111,0.317234043
"TMPL",297,181,147,0.613514019
"TMPL",298,NA,NA,NA
"TMPL",299,153,121,0.189807692
"TMPL",300,179,112,0.385142857
"TMPL",301,144,159,0.2833104775
"TMPL",302,144.5,87,0.102442623
"TMPL",303,139,150,0.66909375
"TMPL",304,169,278,0.504759259
"TMPL",305,153,180,0.378453488
"TMPL",306,149,118,0.340214286
"TMPL",307,181,206,0.300423077
"TMPL",308,169,320,0.831139535
"TMPL",310,153,148,0.234708661
"TMPL",311,153,112,0.284097561
"TMPL",312,181,124,0.570176634
"TMPL",313,134,280,0.733762712
"TMPL",314,153,64,0.126601695
"TMPL",315,153,115,0.163235294
"TMPL",316,149,255,0.5376
"TMPL",317,NA,NA,NA
"TMPL",318,153,185,0.323850932
"TMPL",319,151,164,0.332121212
"TMPL",320,181,118,0.54308642
"TMPL",322,162,118,0.401240642
"TMPL",323,172,216,0.355909091
"TMPL",324,153,171,0.599305556
"TMPL",325,153,311,0.810666667
"TMPL",326,174,182,0.453534247
"TMPL",327,169,67,0.074
"TMPL",328,181,165,0.607321101
"TMPL",330,133,266,0.402141732
"TMPL",332,179,75,0.198179487
"TMPL",333,186,135,0.37439011
"TMPL",334,181,295,0.804872727
"TMPL",335,NA,NA,NA
"TMPL",336,199,155,0.371538462
"TMPL",337,160,175,0.25242268
"TMPL",338,151,164,0.545769231
"TMPL",339,144,79,0.187347222
"TMPL",340,NA,NA,NA
"TMPL",341,153,67,0.098035714
"TMPL",342,145,80,0.2153181815
"TMPL",343,153,168,0.276
"TMPL",344,172,46,0.051
"TMPL",345,132,50,NA
"TMPL",346,168,75,0.1578782925
"TMPL",347,136.5,122.5,0.187826087
"TMPL",349,172,115,0.275844156
"TMPL",350,172,147,0.494265734
"TMPL",352,NA,NA,NA
"TMPL",353,174,138.5,0.2826175645
"TMPL",354,160,104,0.315
"TMPL",355,162.5,154.5,0.414552795
"TMPL",356,149,121,0.133136364
"TMPL",358,160,238,0.574768786
"TMPL",359,153,199,0.412022901
"TMPL",360,152,207,0.450790355
"TMPL",361,160,206,0.314695652
"TMPL",362,172,102,0.709574468
"TMPL",363,181,120,0.308474576
"TMPL",364,166,168,0.684307692
"TMPL",365,133,33,0.024
"TMPL",366,139,138,0.31140708
"TMPL",367,153,247,0.856458599
"TMPL",368,166,70,0.187058824
"TMPL",369,153,183,0.996506098
"TMPL",370,158,299,0.5
"TMPL",371,181,201,0.638241379
"TMPL",372,149,210,0.672692308
"TMPL",373,172,124,0.392190476
"TMPL",374,146,67,0.153834862
"TMPL",375,172,51,0.231474747
"TMPL",376,152,76,0.1278332315
"TMPL",377,173,117,0.188772936
"TMPL",378,188,70,0.185
"TMPL",379,172,52,0.157428571
"TMPL",380,151,113,0.421875
"TMPL",381,149,207,0.451186463
"TMPL",382,166,135,0.4437356405
"TMPL",383,149,96,0.334714286
"TMPL",384,144,166,0.344
"TMPL",386,183,43,NA
"TMPL",388,153,87,0.166
"TMPL",389,158,247,0.643788732
"TMPL",390,172,139.5,0.573077491
"TMPL",391,166,61,0.117045045
"TMPL",392,151,70,0.178
"TMPL",393,NA,NA,NA
"TMPL",394,140,51,0.051
"TMPL",395,153,136,0.339783951
"TMPL",396,153,122,0.283043478
"TMPL",397,176.5,131.5,0.196536434
"TMPL",398,153,178,0.575854545
"TMPL",399,144,173,0.259609023
"TMPL",400,163,199,0.531525424
"TMPL",402,181,289,0.9385
"TMPL",403,146,432,0.510125
"TMPL",404,144,70,0.114
