SITE,PLANT_ID,ECOTYPE,SUBPOP,PLOT_GL,REP,PL,PBN,SBN
PKLE,AP13,Lowland,Gulf,P2719,B,43.7,32,18
PKLE,AP13,Lowland,Gulf,P2719,C,50.1,43,15
PKLE,J308.A,Lowland,Gulf,P2801,A,66.1,42,15
PKLE,J308.A,Lowland,Gulf,P2801,B,64,44,10
PKLE,J308.A,Lowland,Gulf,P2801,C,65.6,42,14
PKLE,J172.A,Upland,Atlantic,P2805,A,25.1,20,8
PKLE,J172.A,Upland,Atlantic,P2805,B,23.5,14,7
PKLE,J172.A,Upland,Atlantic,P2805,C,24.6,19,8
PKLE,J425.A,Upland,Atlantic,P2807,A,28.4,36,15
PKLE,J425.A,Upland,Atlantic,P2807,B,27.4,31,11
PKLE,J425.A,Upland,Atlantic,P2807,C,25.7,32,12
PKLE,J599.C,Coastal,Atlantic,P2810,A,38.8,31,11
PKLE,J599.C,Coastal,Atlantic,P2810,B,43.2,28,14
PKLE,J599.C,Coastal,Atlantic,P2810,C,40.8,29,12
PKLE,J595.B,Coastal,Atlantic,P2813,A,40.7,37,14
PKLE,J595.B,Coastal,Atlantic,P2813,B,36.2,34,17
PKLE,J595.B,Coastal,Atlantic,P2813,C,38.8,34,12
PKLE,J621.C,Coastal,Atlantic,P2814,A,39,16,9
PKLE,J621.C,Coastal,Atlantic,P2814,B,39.8,18,8
PKLE,J621.C,Coastal,Atlantic,P2814,C,41.5,22,9
PKLE,J517.B,Upland,Atlantic,P2815,A,41.3,19,9
PKLE,J517.B,Upland,Atlantic,P2815,B,39,17,16
PKLE,J517.B,Upland,Atlantic,P2815,C,42.2,16,8
PKLE,J385.B,Upland,Midwest,P2816,A,46.5,21,11
PKLE,J385.B,Upland,Midwest,P2816,B,44.3,24,10
PKLE,J385.B,Upland,Midwest,P2816,C,35.1,19,11
PKLE,J483.B,Coastal,Gulf,P2818,A,60.8,47,7
PKLE,J483.B,Coastal,Gulf,P2818,B,55.3,40,8
PKLE,J483.B,Coastal,Gulf,P2818,C,56.2,49,5
PKLE,J323.A,Lowland,Gulf,P2820,A,45.6,33,12
PKLE,J323.A,Lowland,Gulf,P2820,B,46,31,13
PKLE,J323.A,Lowland,Gulf,P2820,C,42.3,39,12
PKLE,AP13,Lowland,Gulf,P3001,A,46.9,36,16
PKLE,AP13,Lowland,Gulf,P3001,B,43.2,35,13
PKLE,AP13,Lowland,Gulf,P3001,C,44.6,35,12
PKLE,J001.B,Coastal,Gulf,P3002,A,50.2,33,15
PKLE,J001.B,Coastal,Gulf,P3002,B,50.4,35,16
PKLE,J001.B,Coastal,Gulf,P3002,C,52.4,36,15
PKLE,J601.A,Upland,Atlantic,P3004,A,41.4,25,15
PKLE,J601.A,Upland,Atlantic,P3004,B,37.5,24,18
PKLE,J601.A,Upland,Atlantic,P3004,C,39.8,21,11
PKLE,AP13,Lowland,Gulf,P3008,A,46.6,31,18
PKLE,AP13,Lowland,Gulf,P3008,B,49.3,45,16
PKLE,AP13,Lowland,Gulf,P3008,C,49.8,37,16
PKLE,J448.B,Unknown,4X,P3009,A,27.3,20,10
PKLE,J448.B,Unknown,4X,P3009,B,27.4,19,9
PKLE,J448.B,Unknown,4X,P3009,C,26.5,19,9
PKLE,J656.B,Upland,Midwest,P3010,A,53.7,20,12
PKLE,J656.B,Upland,Midwest,P3010,B,57.8,21,11
PKLE,J656.B,Upland,Midwest,P3010,C,59.2,24,12
PKLE,J594.C,Unknown,4X,P3011,A,57.8,40,19
PKLE,J594.C,Unknown,4X,P3011,B,57.3,41,14
PKLE,J594.C,Unknown,4X,P3011,C,62.4,38,16
PKLE,J612.B,Unknown,4X,P3012,A,19.9,8,6
PKLE,J612.B,Unknown,4X,P3012,B,20.5,10,1
PKLE,J612.B,Unknown,4X,P3012,C,19.1,9,7
PKLE,J516.A,Upland,Atlantic,P3013,A,28.3,17,8
PKLE,J516.A,Upland,Atlantic,P3013,B,28.2,20,5
PKLE,J516.A,Upland,Atlantic,P3013,C,26.5,19,6
PKLE,J619.A,Upland,Atlantic,P3014,A,22.1,20,2
PKLE,J619.A,Upland,Atlantic,P3014,B,25.7,24,10
PKLE,J619.A,Upland,Atlantic,P3014,C,20.5,18,7
PKLE,AP13,Lowland,Gulf,P3015,A,50.2,34,15
PKLE,AP13,Lowland,Gulf,P3015,B,46.7,36,16
PKLE,AP13,Lowland,Gulf,P3015,C,50.1,37,16
PKLE,J022.D,Lowland,Gulf,P3016,A,52.7,41,14
PKLE,J022.D,Lowland,Gulf,P3016,B,52.5,48,14
PKLE,J022.D,Lowland,Gulf,P3016,C,55.4,48,13
PKLE,J585.C,Coastal,Atlantic,P3017,A,45.7,32,11
PKLE,J585.C,Coastal,Atlantic,P3017,B,44.1,25,10
PKLE,J585.C,Coastal,Atlantic,P3017,C,41.8,33,12
PKLE,J027.B,Lowland,Gulf,P3018,A,37.6,29,8
PKLE,J027.B,Lowland,Gulf,P3018,B,35.6,38,10
PKLE,J027.B,Lowland,Gulf,P3018,C,49.3,28,7
PKLE,J542.A,Upland,Atlantic,P3020,A,31.8,12,7
PKLE,J542.A,Upland,Atlantic,P3020,B,31.9,15,9
PKLE,J542.A,Upland,Atlantic,P3020,C,30.6,18,9
PKLE,AP13,Lowland,Gulf,P3022,A,49.2,29,15
PKLE,AP13,Lowland,Gulf,P3022,B,45.2,35,14
PKLE,AP13,Lowland,Gulf,P3022,C,46.5,36,16
PKLE,J612.A,Upland,Atlantic,P3201,A,16.8,15,7
PKLE,J612.A,Upland,Atlantic,P3201,B,16.8,12,5
PKLE,J612.A,Upland,Atlantic,P3201,C,14.5,14,6
PKLE,J491.B,Upland,Midwest,P3202,A,25.9,15,8
PKLE,J491.B,Upland,Midwest,P3202,B,23.7,14,7
PKLE,J491.B,Upland,Midwest,P3202,C,25.1,16,8
PKLE,J349.B,Upland,Midwest,P3207,A,28.2,18,9
PKLE,J349.B,Upland,Midwest,P3207,B,28.8,16,8
PKLE,J349.B,Upland,Midwest,P3207,C,33.5,15,9
PKLE,J516.C,Upland,Atlantic,P3208,A,26.4,23,10
PKLE,J516.C,Upland,Atlantic,P3208,B,26.2,22,11
PKLE,J516.C,Upland,Atlantic,P3208,C,30.6,23,10
PKLE,J685.C,Coastal,Atlantic,P3212,A,37.8,26,13
PKLE,J685.C,Coastal,Atlantic,P3212,B,47.6,26,13
PKLE,J685.C,Coastal,Atlantic,P3212,C,42,26,13
PKLE,J517.C,Upland,Atlantic,P3213,A,20.7,19,5
PKLE,J517.C,Upland,Atlantic,P3213,B,25.3,15,8
PKLE,J517.C,Upland,Atlantic,P3213,C,25.3,15,7
PKLE,J003.D,Lowland,Gulf,P3215,A,57.7,38,12
PKLE,J003.D,Lowland,Gulf,P3215,B,61.4,41,13
PKLE,J003.D,Lowland,Gulf,P3215,C,56.1,36,18
PKLE,J664.E,Upland,Atlantic,P3217,A,26.1,19,8
PKLE,J664.E,Upland,Atlantic,P3217,B,37.7,19,9
PKLE,J664.E,Upland,Atlantic,P3217,C,34.3,18,9
PKLE,J586.A,Coastal,Atlantic,P3219,A,55.1,44,20
PKLE,J586.A,Coastal,Atlantic,P3219,B,54.9,46,22
PKLE,J586.A,Coastal,Atlantic,P3219,C,59.8,45,24
PKLE,J006.A,Upland,Atlantic,P3401,A,32.7,24,10
PKLE,J006.A,Upland,Atlantic,P3401,B,29.6,23,9
PKLE,J006.A,Upland,Atlantic,P3401,C,28.5,27,8
PKLE,J235.A,Lowland,Gulf,P3402,A,77.1,42,17
PKLE,J235.A,Lowland,Gulf,P3402,B,86.8,53,14
PKLE,J235.A,Lowland,Gulf,P3402,C,81.6,53,15
PKLE,AP13,Lowland,Gulf,P3403,A,45.1,35,15
PKLE,AP13,Lowland,Gulf,P3403,B,46.6,34,15
PKLE,AP13,Lowland,Gulf,P3403,C,47.4,38,16
PKLE,J384.B,Upland,Midwest,P3404,A,39.5,22,9
PKLE,J384.B,Upland,Midwest,P3404,B,32.8,22,13
PKLE,J384.B,Upland,Midwest,P3404,C,41.2,28,9
PKLE,J295.A,Lowland,Gulf,P3406,A,76.6,50,18
PKLE,J295.A,Lowland,Gulf,P3406,B,74.4,46,17
PKLE,J295.A,Lowland,Gulf,P3406,C,62.1,47,24
PKLE,J316.A,Lowland,Gulf,P3408,A,53.4,37,18
PKLE,J316.A,Lowland,Gulf,P3408,B,54,33,15
PKLE,J316.A,Lowland,Gulf,P3408,C,51.4,33,16
PKLE,J662.B,Upland,Atlantic,P3409,A,22.7,23,8
PKLE,J662.B,Upland,Atlantic,P3409,B,29.6,26,10
PKLE,J662.B,Upland,Atlantic,P3409,C,18.6,24,9
PKLE,AP13,Lowland,Gulf,P3411,A,45.7,39,17
PKLE,AP13,Lowland,Gulf,P3411,B,45.2,35,17
PKLE,AP13,Lowland,Gulf,P3411,C,44.1,34,15
PKLE,J368.B,Upland,Midwest,P3412,A,25.5,17,5
PKLE,J368.B,Upland,Midwest,P3412,B,25.8,21,4
PKLE,J368.B,Upland,Midwest,P3412,C,27.1,19,7
PKLE,J613.C,Coastal,Atlantic,P3415,A,47.2,20,14
PKLE,J613.C,Coastal,Atlantic,P3415,B,45.8,28,12
PKLE,J613.C,Coastal,Atlantic,P3415,C,40.1,25,15
PKLE,AP13,Lowland,Gulf,P3419,A,46.4,30,14
PKLE,AP13,Lowland,Gulf,P3419,B,47.7,34,14
PKLE,AP13,Lowland,Gulf,P3419,C,43.5,35,15
PKLE,J432.B,Upland,Atlantic,P3421,A,47.4,23,7
PKLE,J432.B,Upland,Atlantic,P3421,B,41.5,25,8
PKLE,J432.B,Upland,Atlantic,P3421,C,40.7,23,5
PKLE,J626.A,Unknown,4X,P3422,A,30.8,19,8
PKLE,J626.A,Unknown,4X,P3422,B,39.7,24,4
PKLE,J626.A,Unknown,4X,P3422,C,32.6,19,7
PKLE,J349.A,Upland,Midwest,P3502,A,37.4,15,7
PKLE,J349.A,Upland,Midwest,P3502,B,35.3,14,6
PKLE,J349.A,Upland,Midwest,P3502,C,40.7,18,8
PKLE,AP13,Lowland,Gulf,P3503,A,47.1,31,16
PKLE,AP13,Lowland,Gulf,P3503,B,43.9,32,14
PKLE,AP13,Lowland,Gulf,P3503,C,43.8,33,15
PKLE,AP13,Lowland,Gulf,P3511,A,47.4,35,14
PKLE,AP13,Lowland,Gulf,P3511,B,52.5,35,15
PKLE,AP13,Lowland,Gulf,P3511,C,46.8,29,18
PKLE,AP13,Lowland,Gulf,P3519,A,46.6,35,16
PKLE,AP13,Lowland,Gulf,P3519,B,43.4,31,17
PKLE,AP13,Lowland,Gulf,P3519,C,40.5,37,15
PKLE,J535.A,Lowland,Gulf,P3602,A,76.3,44,17
PKLE,J535.A,Lowland,Gulf,P3602,B,75.1,40,15
PKLE,J535.A,Lowland,Gulf,P3602,C,62.5,22,19
PKLE,J665.H,Upland,Atlantic,P3605,A,31.1,22,7
PKLE,J665.H,Upland,Atlantic,P3605,B,34.2,21,11
PKLE,J665.H,Upland,Atlantic,P3605,C,26.8,20,9
PKLE,J037.A,Upland,Midwest,P3606,A,21.6,14,5
PKLE,J037.A,Upland,Midwest,P3606,B,26,14,6
PKLE,J037.A,Upland,Midwest,P3606,C,27.9,15,7
PKLE,J434.A,Upland,Atlantic,P3607,A,16.6,14,5
PKLE,J434.A,Upland,Atlantic,P3607,B,19.5,17,8
PKLE,J434.A,Upland,Atlantic,P3607,C,16.7,20,6
PKLE,J595.C,Coastal,Atlantic,P3609,A,48.4,40,15
PKLE,J595.C,Coastal,Atlantic,P3609,B,39.7,35,14
PKLE,J595.C,Coastal,Atlantic,P3609,C,43.4,39,12
PKLE,J609.B,Coastal,Atlantic,P3611,A,45.3,30,12
PKLE,J609.B,Coastal,Atlantic,P3611,B,49.5,26,13
PKLE,J609.B,Coastal,Atlantic,P3611,C,48.5,27,16
PKLE,J530.A,Upland,Midwest,P3612,A,25.5,21,8
PKLE,J530.A,Upland,Midwest,P3612,B,27.5,21,12
PKLE,J530.A,Upland,Midwest,P3612,C,29.3,24,9
PKLE,J673.D,Coastal,Atlantic,P3614,A,43.1,22,13
PKLE,J673.D,Coastal,Atlantic,P3614,B,42.2,25,14
PKLE,J673.D,Coastal,Atlantic,P3614,C,41.5,23,14
PKLE,J317.A,Lowland,Gulf,P3615,A,65.2,34,16
PKLE,J317.A,Lowland,Gulf,P3615,B,64.6,32,15
PKLE,J317.A,Lowland,Gulf,P3615,C,69.9,33,15
PKLE,J527.A,Upland,Atlantic,P3616,A,24.5,10,6
PKLE,J527.A,Upland,Atlantic,P3616,B,28.1,12,4
PKLE,J527.A,Upland,Atlantic,P3616,C,24.2,14,6
PKLE,J613.B,Coastal,Atlantic,P3617,A,45.5,25,12
PKLE,J613.B,Coastal,Atlantic,P3617,B,44.6,27,11
PKLE,J613.B,Coastal,Atlantic,P3617,C,45.3,25,14
PKLE,J663.A,Coastal,Atlantic,P3618,A,48.6,28,15
PKLE,J663.A,Coastal,Atlantic,P3618,B,42.5,27,11
PKLE,J663.A,Coastal,Atlantic,P3618,C,48.4,31,13
PKLE,J003.A,Lowland,Gulf,P3619,A,43.1,30,12
PKLE,J003.A,Lowland,Gulf,P3619,B,42.7,32,14
PKLE,J003.A,Lowland,Gulf,P3619,C,42.6,31,14
PKLE,J521.C,Upland,Atlantic,P3621,A,26.3,23,12
PKLE,J521.C,Upland,Atlantic,P3621,B,25.4,23,9
PKLE,J521.C,Upland,Atlantic,P3621,C,29.5,17,8
PKLE,J489.B,Upland,Midwest,P3622,A,25.1,22,9
PKLE,J489.B,Upland,Midwest,P3622,B,24.4,21,9
PKLE,J489.B,Upland,Midwest,P3622,C,27.3,22,11
PKLE,J201.A,Unknown,4X,P3721,A,34.5,27,8
PKLE,J201.A,Unknown,4X,P3721,B,34.3,34,10
PKLE,J201.A,Unknown,4X,P3721,C,36.1,32,7
PKLE,AP13,Lowland,Gulf,P3801,A,50,39,13
PKLE,AP13,Lowland,Gulf,P3801,B,47.3,38,15
PKLE,AP13,Lowland,Gulf,P3801,C,50.4,41,17
PKLE,J586.B,Coastal,Atlantic,P3802,A,41.4,34,20
PKLE,J586.B,Coastal,Atlantic,P3802,B,46.4,34,18
PKLE,J586.B,Coastal,Atlantic,P3802,C,50.1,35,18
PKLE,J526.C,Upland,Atlantic,P3803,A,19,14,7
PKLE,J526.C,Upland,Atlantic,P3803,B,16.9,13,8
PKLE,J526.C,Upland,Atlantic,P3803,C,19.8,12,6
PKLE,J344.B,Upland,4X,P3804,A,23.2,18,7
PKLE,J344.B,Upland,4X,P3804,B,30.6,18,10
PKLE,J344.B,Upland,4X,P3804,C,27.9,16,9
PKLE,J353.C,Upland,Midwest,P3806,A,35,22,9
PKLE,J353.C,Upland,Midwest,P3806,B,32.4,20,9
PKLE,J353.C,Upland,Midwest,P3806,C,36.8,20,11
PKLE,AP13,Lowland,Gulf,P3808,A,51,39,15
PKLE,AP13,Lowland,Gulf,P3808,B,53.5,37,18
PKLE,AP13,Lowland,Gulf,P3808,C,54.3,41,15
PKLE,J416.B,Upland,Atlantic,P3810,A,29.4,24,13
PKLE,J416.B,Upland,Atlantic,P3810,B,35.1,25,12
PKLE,J416.B,Upland,Atlantic,P3810,C,26.8,20,11
PKLE,J587.A,Lowland,Gulf,P3811,A,71.5,40,16
PKLE,J587.A,Lowland,Gulf,P3811,B,63.9,33,16
PKLE,J587.A,Lowland,Gulf,P3811,C,69.7,45,17
PKLE,J029.B,Upland,Midwest,P3812,A,20.5,12,6
PKLE,J029.B,Upland,Midwest,P3812,B,20.2,13,5
PKLE,J029.B,Upland,Midwest,P3812,C,23,15,6
PKLE,J538.C,Upland,Atlantic,P3813,A,18.6,17,8
PKLE,J538.C,Upland,Atlantic,P3813,B,19.1,14,4
PKLE,J538.C,Upland,Atlantic,P3813,C,25.6,16,10
PKLE,J598.A,Coastal,Atlantic,P3814,A,28.3,28,14
PKLE,J598.A,Coastal,Atlantic,P3814,B,31,27,13
PKLE,J598.A,Coastal,Atlantic,P3814,C,26.5,27,15
PKLE,J300.A,Lowland,Gulf,P3821,A,66.5,30,13
PKLE,J300.A,Lowland,Gulf,P3821,B,60.3,31,15
PKLE,J300.A,Lowland,Gulf,P3821,C,63.5,30,14
PKLE,AP13,Lowland,Gulf,P3822,A,43.4,36,12
PKLE,AP13,Lowland,Gulf,P3822,B,43.8,36,15
PKLE,AP13,Lowland,Gulf,P3822,C,46.1,34,14
PKLE,J202.A,Unknown,4X,P3914,A,47.7,29,8
PKLE,J202.A,Unknown,4X,P3914,B,53.5,30,7
PKLE,J202.A,Unknown,4X,P3914,C,53.8,34,12
PKLE,J540.B,Upland,Atlantic,P3916,A,34,16,9
PKLE,J540.B,Upland,Atlantic,P3916,B,38.6,15,10
PKLE,J540.B,Upland,Atlantic,P3916,C,29.5,17,10
PKLE,J326.A,Coastal,Gulf,P4002,A,54.8,35,10
PKLE,J326.A,Coastal,Gulf,P4002,B,56.4,37,13
PKLE,J326.A,Coastal,Gulf,P4002,C,52.3,34,12
PKLE,J661.A,Upland,Atlantic,P4003,A,34.3,24,10
PKLE,J661.A,Upland,Atlantic,P4003,B,32.3,23,10
PKLE,J661.A,Upland,Atlantic,P4003,C,30.4,25,8
PKLE,J588.B,Coastal,Atlantic,P4004,A,34.5,22,11
PKLE,J588.B,Coastal,Atlantic,P4004,B,37.3,23,15
PKLE,J588.B,Coastal,Atlantic,P4004,C,33.7,21,10
PKLE,J660.C,Lowland,Gulf,P4006,A,43.8,18,16
PKLE,J660.C,Lowland,Gulf,P4006,B,50.4,27,6
PKLE,J660.C,Lowland,Gulf,P4006,C,49.6,36,14
PKLE,J536.B,Upland,Midwest,P4009,A,29.6,18,8
PKLE,J536.B,Upland,Midwest,P4009,B,25.1,22,9
PKLE,J536.B,Upland,Midwest,P4009,C,32.2,16,7
PKLE,J250.A,Lowland,Gulf,P4011,A,66.4,39,17
PKLE,J250.A,Lowland,Gulf,P4011,B,73.4,38,14
PKLE,J250.A,Lowland,Gulf,P4011,C,68.4,38,11
PKLE,J636.C,Upland,Midwest,P4012,A,21.7,17,6
PKLE,J636.C,Upland,Midwest,P4012,B,24.2,14,7
PKLE,J636.C,Upland,Midwest,P4012,C,22.4,15,8
PKLE,J646.A,Upland,Atlantic,P4013,A,26.9,26,7
PKLE,J646.A,Upland,Atlantic,P4013,B,24.9,13,7
PKLE,J646.A,Upland,Atlantic,P4013,C,30.3,14,9
PKLE,J666.B,Upland,Atlantic,P4016,A,34.9,27,8
PKLE,J666.B,Upland,Atlantic,P4016,B,34.5,21,10
PKLE,J666.B,Upland,Atlantic,P4016,C,38.2,27,11
PKLE,J598.B,Coastal,Atlantic,P4017,A,29.1,22,9
PKLE,J598.B,Coastal,Atlantic,P4017,B,28.7,21,10
PKLE,J598.B,Coastal,Atlantic,P4017,C,26.4,20,12
PKLE,J580.A,Upland,Midwest,P4018,A,27.9,17,8
PKLE,J580.A,Upland,Midwest,P4018,B,35.5,16,7
PKLE,J580.A,Upland,Midwest,P4018,C,30.8,15,6
PKLE,J498.C,Coastal,Gulf,P4022,A,40.5,25,13
PKLE,J498.C,Coastal,Gulf,P4022,B,40,29,12
PKLE,J498.C,Coastal,Gulf,P4022,C,41.2,30,13
PKLE,J301.A,Lowland,Gulf,P4107,A,68.3,28,15
PKLE,J301.A,Lowland,Gulf,P4107,B,60.1,26,17
PKLE,J301.A,Lowland,Gulf,P4107,C,64.8,25,14
PKLE,AP13,Lowland,Gulf,P4203,A,46.4,28,12
PKLE,AP13,Lowland,Gulf,P4203,B,46.3,30,16
PKLE,AP13,Lowland,Gulf,P4203,C,41.4,26,11
PKLE,J384.C,Upland,Midwest,P4209,A,39.9,26,12
PKLE,J384.C,Upland,Midwest,P4209,B,49.1,26,13
PKLE,J384.C,Upland,Midwest,P4209,C,46.5,25,14
PKLE,AP13,Lowland,Gulf,P4211,A,46.1,33,16
PKLE,AP13,Lowland,Gulf,P4211,B,50,47,13
PKLE,AP13,Lowland,Gulf,P4211,C,47,33,15
PKLE,J484.C,Unknown,4X,P4212,A,46.5,38,13
PKLE,J484.C,Unknown,4X,P4212,B,47.4,33,12
PKLE,J484.C,Unknown,4X,P4212,C,42.7,38,15
PKLE,J041.A,Lowland,Gulf,P4216,A,42.3,30,13
PKLE,J041.A,Lowland,Gulf,P4216,B,39.9,29,15
PKLE,J041.A,Lowland,Gulf,P4216,C,48.8,31,13
PKLE,J542.B,Upland,Atlantic,P4217,A,35.1,21,10
PKLE,J542.B,Upland,Atlantic,P4217,B,31.6,22,9
PKLE,J542.B,Upland,Atlantic,P4217,C,32.3,20,8
PKLE,J662.D,Lowland,Gulf,P4222,A,50.5,42,14
PKLE,J662.D,Lowland,Gulf,P4222,B,41.9,42,16
PKLE,J662.D,Lowland,Gulf,P4222,C,44.1,39,16
PKLE,AP13,Lowland,Gulf,P4303,A,48.2,35,13
PKLE,AP13,Lowland,Gulf,P4303,B,45.3,33,14
PKLE,AP13,Lowland,Gulf,P4303,C,47.4,34,17
PKLE,AP13,Lowland,Gulf,P4311,A,47.2,29,18
PKLE,AP13,Lowland,Gulf,P4311,B,53.4,35,14
PKLE,AP13,Lowland,Gulf,P4311,C,56.8,37,10
PKLE,AP13,Lowland,Gulf,P4319,A,41.9,36,18
PKLE,AP13,Lowland,Gulf,P4319,B,46.9,35,15
PKLE,AP13,Lowland,Gulf,P4319,C,43.4,34,13
PKLE,J618.A,Unknown,4X,P4401,A,16.4,15,7
PKLE,J618.A,Unknown,4X,P4401,B,17.8,12,6
PKLE,J618.A,Unknown,4X,P4401,C,19.9,13,6
PKLE,J378.A,Upland,Midwest,P4402,A,23.8,24,7
PKLE,J378.A,Upland,Midwest,P4402,B,28.1,26,10
PKLE,J378.A,Upland,Midwest,P4402,C,24.9,24,9
PKLE,J393.B,Upland,Midwest,P4403,A,15.2,10,8
PKLE,J393.B,Upland,Midwest,P4403,B,23.5,20,4
PKLE,J393.B,Upland,Midwest,P4403,C,21.6,19,8
PKLE,J326.A,Coastal,Gulf,P4404,A,53.4,26,12
PKLE,J326.A,Coastal,Gulf,P4404,B,50.8,28,13
PKLE,J326.A,Coastal,Gulf,P4404,C,49.5,20,17
PKLE,J602.B,Coastal,Atlantic,P4405,A,64.6,30,16
PKLE,J602.B,Coastal,Atlantic,P4405,B,72.2,37,14
PKLE,J602.B,Coastal,Atlantic,P4405,C,63.9,29,15
PKLE,J395.B,Upland,Midwest,P4406,A,17.7,11,6
PKLE,J395.B,Upland,Midwest,P4406,B,17.2,10,7
PKLE,J395.B,Upland,Midwest,P4406,C,20.6,12,4
PKLE,J210.A,Lowland,Gulf,P4407,A,44.5,22,11
PKLE,J210.A,Lowland,Gulf,P4407,B,45.9,21,12
PKLE,J210.A,Lowland,Gulf,P4407,C,44.3,19,12
PKLE,J175.A,Upland,Atlantic,P4408,A,25.5,22,10
PKLE,J175.A,Upland,Atlantic,P4408,B,27.5,25,9
PKLE,J175.A,Upland,Atlantic,P4408,C,27.6,21,10
PKLE,J353.A,Upland,Midwest,P4410,A,19.1,15,3
PKLE,J353.A,Upland,Midwest,P4410,B,20.9,17,2
PKLE,J353.A,Upland,Midwest,P4410,C,19.4,15,4
PKLE,J663.B,Coastal,Atlantic,P4411,A,47.2,38,15
PKLE,J663.B,Coastal,Atlantic,P4411,B,44.4,38,14
PKLE,J663.B,Coastal,Atlantic,P4411,C,50.2,40,9
PKLE,J672.A,Coastal,Atlantic,P4413,A,29.6,21,10
PKLE,J672.A,Coastal,Atlantic,P4413,B,34.4,24,13
PKLE,J672.A,Coastal,Atlantic,P4413,C,36.3,22,12
PKLE,J465.A,Coastal,Gulf,P4417,A,59.7,46,14
PKLE,J465.A,Coastal,Gulf,P4417,B,59.9,43,7
PKLE,J465.A,Coastal,Gulf,P4417,C,55.9,42,11
PKLE,J664.A,Upland,Atlantic,P4418,A,15.8,18,4
PKLE,J664.A,Upland,Atlantic,P4418,B,19.1,17,8
PKLE,J664.A,Upland,Atlantic,P4418,C,14.6,19,7
PKLE,J484.A,Lowland,Gulf,P4419,A,66.4,42,13
PKLE,J484.A,Lowland,Gulf,P4419,B,60.5,43,19
PKLE,J484.A,Lowland,Gulf,P4419,C,69.2,44,14
PKLE,J681.A,Coastal,Gulf,P4420,A,49.7,34,11
PKLE,J681.A,Coastal,Gulf,P4420,B,45.7,36,13
PKLE,J681.A,Coastal,Gulf,P4420,C,48.8,35,10
PKLE,J596.C,Coastal,Atlantic,P4421,A,43.2,26,16
PKLE,J596.C,Coastal,Atlantic,P4421,B,36.4,27,17
PKLE,J596.C,Coastal,Atlantic,P4421,C,33.4,11,9
PKLE,J684.A,Coastal,Atlantic,P4422,A,46,32,13
PKLE,J684.A,Coastal,Atlantic,P4422,B,46.5,36,14
PKLE,J684.A,Coastal,Atlantic,P4422,C,46.2,37,10
PKLE,AP13,Lowland,Gulf,P4601,A,48.4,37,14
PKLE,AP13,Lowland,Gulf,P4601,B,50.4,34,15
PKLE,AP13,Lowland,Gulf,P4601,C,47.5,35,15
PKLE,J641.C,Upland,Atlantic,P4603,A,16.3,15,9
PKLE,J641.C,Upland,Atlantic,P4603,B,16.2,15,8
PKLE,J641.C,Upland,Atlantic,P4603,C,17.1,13,7
PKLE,J403.A,Upland,Midwest,P4605,A,29.9,9,10
PKLE,J403.A,Upland,Midwest,P4605,B,30.9,19,4
PKLE,J403.A,Upland,Midwest,P4605,C,37.6,17,3
PKLE,J536.A,Upland,Midwest,P4607,A,36.7,24,8
PKLE,J536.A,Upland,Midwest,P4607,B,39.1,21,10
PKLE,J536.A,Upland,Midwest,P4607,C,35.1,21,11
PKLE,AP13,Lowland,Gulf,P4608,A,47.1,32,16
PKLE,AP13,Lowland,Gulf,P4608,B,47,33,16
PKLE,AP13,Lowland,Gulf,P4608,C,46.9,35,13
PKLE,J477.C,Coastal,Gulf,P4609,A,46.5,29,12
PKLE,J477.C,Coastal,Gulf,P4609,B,54.4,27,18
PKLE,J477.C,Coastal,Gulf,P4609,C,47.1,34,19
PKLE,J416.A,Coastal,Atlantic,P4610,A,36.3,23,11
PKLE,J416.A,Coastal,Atlantic,P4610,B,33.5,24,17
PKLE,J416.A,Coastal,Atlantic,P4610,C,30.2,21,13
PKLE,J399.B,Upland,4X,P4611,A,31.9,23,8
PKLE,J399.B,Upland,4X,P4611,B,29.8,21,11
PKLE,J399.B,Upland,4X,P4611,C,27.9,22,10
PKLE,J267.C,Upland,Midwest,P4612,A,4.4,8,2
PKLE,J267.C,Upland,Midwest,P4612,B,3.5,6,1
PKLE,J267.C,Upland,Midwest,P4612,C,3.1,6,1
PKLE,J394.B,Upland,Midwest,P4613,A,42.3,17,7
PKLE,J394.B,Upland,Midwest,P4613,B,43.4,16,9
PKLE,J394.B,Upland,Midwest,P4613,C,40.2,19,8
PKLE,AP13,Lowland,Gulf,P4615,A,50.3,36,15
PKLE,AP13,Lowland,Gulf,P4615,B,47.8,39,16
PKLE,AP13,Lowland,Gulf,P4615,C,49.4,36,15
PKLE,J431.A,Upland,Atlantic,P4617,A,25.1,23,15
PKLE,J431.A,Upland,Atlantic,P4617,B,23.5,27,10
PKLE,J431.A,Upland,Atlantic,P4617,C,29.7,26,11
PKLE,J212.A,Lowland,Gulf,P4619,A,63.4,31,14
PKLE,J212.A,Lowland,Gulf,P4619,B,61.7,32,13
PKLE,J212.A,Lowland,Gulf,P4619,C,61.4,30,13
PKLE,AP13,Lowland,Gulf,P4622,A,53.4,39,16
PKLE,AP13,Lowland,Gulf,P4622,B,53.7,30,16
PKLE,AP13,Lowland,Gulf,P4622,C,39.9,33,14
PKLE,J447.A,Lowland,Gulf,P4801,A,52.2,29,16
PKLE,J447.A,Lowland,Gulf,P4801,B,49.3,31,13
